source_channel,source_file,message_author,message_date_raw,message_date_et,season_inferred,event_type,team_raw,player_raw,option,tcv,guaranteed,per_year,year_values_json,content
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-09-01T23:28:22.6240000-04:00,2024-09-01 23:28:22,2024,submission,Ulterior Warrior,"Jones, Aaron",2,20000,15000,10000,"{""2024"": 15000, ""2025"": 5000}","HEAR YE! HEAR YE! 

**Ulterior Warrior** has just made a contract submission!

A new contract for **Jones, Aaron** for **2 years**.
Yearly Breakdown:
- Year 1: $15000
- Year 2: $5000
Total Contract Value (TCV): **$20000**
Guaranteed Amount: $15000

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-09-16T18:09:09.2630000-04:00,2024-09-16 18:09:09,2024,submission,CBP,"Kamara, Alvin",2,54000,40500,27000,"{""2024"": 27000, ""2025"": 27000}","HEAR YE! HEAR YE! 

**CBP** has just made a contract submission!

A new contract for **Kamara, Alvin** for **2 years**.
Yearly Breakdown:
- Year 1: $27000
- Year 2: $27000
Total Contract Value (TCV): **$54000**
Guaranteed Amount: $40500

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-09-17T12:44:20.6710000-04:00,2024-09-17 12:44:20,2024,submission,CBP,"Edwards, T.J.",3,12000,9000,4000,"{""2024"": 4000, ""2025"": 4000, ""2026"": 4000}","HEAR YE! HEAR YE! 

**CBP** has just made a contract submission!

A new contract for **Edwards, T.J.** for **3 years**.
Yearly Breakdown:
- Year 1: $4000
- Year 2: $4000
- Year 3: $4000
Total Contract Value (TCV): **$12000**
Guaranteed Amount: $9000

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-09-17T12:45:18.4020000-04:00,2024-09-17 12:45:18,2024,submission,CBP,"Singleton, Alex",2,6000,4500,3000,"{""2024"": 3000, ""2025"": 3000}","HEAR YE! HEAR YE! 

**CBP** has just made a contract submission!

A new contract for **Singleton, Alex** for **2 years**.
Yearly Breakdown:
- Year 1: $3000
- Year 2: $3000
Total Contract Value (TCV): **$6000**
Guaranteed Amount: $4500

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-09-17T12:45:18.6790000-04:00,2024-09-17 12:45:18,2024,submission,CBP,"Singleton, Alex",2,6000,4500,3000,"{""2024"": 3000, ""2025"": 3000}","HEAR YE! HEAR YE! 

**CBP** has just made a contract submission!

A new contract for **Singleton, Alex** for **2 years**.
Yearly Breakdown:
- Year 1: $3000
- Year 2: $3000
Total Contract Value (TCV): **$6000**
Guaranteed Amount: $4500

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-10-12T11:31:47.0830000-04:00,2024-10-12 11:31:47,2024,mym_submission,Real Deal Creel,"Winfield, Antoine",3,3000,2000,1000,"{""2024"": 1000, ""2025"": 1000, ""2026"": 1000}","HEAR YE! HEAR YE! 

**Real Deal Creel** has just made a MYM contract submission!

A new contract for **Winfield, Antoine** for **3 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
- Year 3: $1000
Total Contract Value (TCV): **$3000**
Guaranteed Years: 2 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-10-19T18:51:50.9620000-04:00,2024-10-19 18:51:50,2024,mym_submission,Blake Bombers,"Pace, Ivan",2,2000,1000,1000,"{""2024"": 1000, ""2025"": 1000}","HEAR YE! HEAR YE! 

**Blake Bombers** has just made a MYM contract submission!

A new contract for **Pace, Ivan** for **2 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
Total Contract Value (TCV): **$2000**
Guaranteed Years: 1 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-10-24T19:00:27.1740000-04:00,2024-10-24 19:00:27,2024,mym_submission,C-Town Chivalry,"Chark, D.J.",3,3000,2000,1000,"{""2024"": 1000, ""2025"": 1000, ""2026"": 1000}","HEAR YE! HEAR YE! 

**C-Town Chivalry** has just made a MYM contract submission!

A new contract for **Chark, D.J.** for **3 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
- Year 3: $1000
Total Contract Value (TCV): **$3000**
Guaranteed Years: 2 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-10-24T20:00:01.1940000-04:00,2024-10-24 20:00:01,2024,mym_submission,Blake Bombers,"Andersen, Troy",3,3000,2000,1000,"{""2024"": 1000, ""2025"": 1000, ""2026"": 1000}","HEAR YE! HEAR YE! 

**Blake Bombers** has just made a MYM contract submission!

A new contract for **Andersen, Troy** for **3 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
- Year 3: $1000
Total Contract Value (TCV): **$3000**
Guaranteed Years: 2 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-03T09:51:29.4400000-05:00,2024-11-03 09:51:29,2024,mym_submission,Gride,"Coker, Jalen",3,3000,2000,1000,"{""2024"": 1000, ""2025"": 1000, ""2026"": 1000}","HEAR YE! HEAR YE! 

**Gride** has just made a MYM contract submission!

A new contract for **Coker, Jalen** for **3 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
- Year 3: $1000
Total Contract Value (TCV): **$3000**
Guaranteed Years: 2 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-10T10:23:03.3380000-05:00,2024-11-10 10:23:03,2024,mym_submission,Pure Greatness,"Walker, Travon",3,3000,2000,1000,"{""2024"": 1000, ""2025"": 1000, ""2026"": 1000}","HEAR YE! HEAR YE! 

**Pure Greatness** has just made a MYM contract submission!

A new contract for **Walker, Travon** for **3 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
- Year 3: $1000
Total Contract Value (TCV): **$3000**
Guaranteed Years: 2 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-11T08:06:51.6860000-05:00,2024-11-11 08:06:51,2024,mym_submission,The Long Haulers,"Cooper, Jonathon",3,3000,2000,1000,"{""2024"": 1000, ""2025"": 1000, ""2026"": 1000}","HEAR YE! HEAR YE! 

**The Long Haulers** has just made a MYM contract submission!

A new contract for **Cooper, Jonathon** for **3 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
- Year 3: $1000
Total Contract Value (TCV): **$3000**
Guaranteed Years: 2 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-13T18:49:37.8070000-05:00,2024-11-13 18:49:37,2024,mym_submission,Real Deal Creel,"Allen, Zach",3,3000,2000,1000,"{""2024"": 1000, ""2025"": 1000, ""2026"": 1000}","HEAR YE! HEAR YE! 

**Real Deal Creel** has just made a MYM contract submission!

A new contract for **Allen, Zach** for **3 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
- Year 3: $1000
Total Contract Value (TCV): **$3000**
Guaranteed Years: 2 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-16T09:08:34.6110000-05:00,2024-11-16 09:08:34,2024,mym_submission,Pure Greatness,"Moss, Zack",3,3000,2000,1000,"{""2024"": 1000, ""2025"": 1000, ""2026"": 1000}","HEAR YE! HEAR YE! 

**Pure Greatness** has just made a MYM contract submission!

A new contract for **Moss, Zack** for **3 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
- Year 3: $1000
Total Contract Value (TCV): **$3000**
Guaranteed Years: 2 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-16T12:06:29.1660000-05:00,2024-11-16 12:06:29,2024,mym_submission,Ulterior Warrior,"Adebo, Paulson",2,2000,1000,1000,"{""2024"": 1000, ""2025"": 1000}","HEAR YE! HEAR YE! 

**Ulterior Warrior** has just made a MYM contract submission!

A new contract for **Adebo, Paulson** for **2 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
Total Contract Value (TCV): **$2000**
Guaranteed Years: 1 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-17T09:04:31.7650000-05:00,2024-11-17 09:04:31,2024,mym_submission,Ulterior Warrior,"Moore, Kenny",2,2000,1000,1000,"{""2024"": 1000, ""2025"": 1000}","HEAR YE! HEAR YE! 

**Ulterior Warrior** has just made a MYM contract submission!

A new contract for **Moore, Kenny** for **2 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
Total Contract Value (TCV): **$2000**
Guaranteed Years: 1 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-18T21:02:45.6460000-05:00,2024-11-18 21:02:45,2024,mym_submission,C-Town Chivalry,"Lake, Quentin",3,3000,2000,1000,"{""2024"": 1000, ""2025"": 1000, ""2026"": 1000}","HEAR YE! HEAR YE! 

**C-Town Chivalry** has just made a MYM contract submission!

A new contract for **Lake, Quentin** for **3 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
- Year 3: $1000
Total Contract Value (TCV): **$3000**
Guaranteed Years: 2 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-18T23:33:07.2840000-05:00,2024-11-18 23:33:07,2024,mym_submission,The Long Haulers,"Elliss, Kaden",3,3000,2000,1000,"{""2024"": 1000, ""2025"": 1000, ""2026"": 1000}","HEAR YE! HEAR YE! 

**The Long Haulers** has just made a MYM contract submission!

A new contract for **Elliss, Kaden** for **3 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
- Year 3: $1000
Total Contract Value (TCV): **$3000**
Guaranteed Years: 2 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-19T01:49:11.1540000-05:00,2024-11-19 01:49:11,2024,mym_submission,HammerTime 🔨 ⏰,"Campbell, Jack",3,9000,6750,3000,"{""2024"": 3000, ""2025"": 3000, ""2026"": 3000}","HEAR YE! HEAR YE! 

**HammerTime 🔨 ⏰** has just made a MYM contract submission!

A new contract for **Campbell, Jack** for **3 years**.
Yearly Breakdown:
- Year 1: $3000
- Year 2: $3000
- Year 3: $3000
Total Contract Value (TCV): **$9000**
Guaranteed Amount: $6750

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-19T21:06:33.5200000-05:00,2024-11-19 21:06:33,2024,mym_submission,Real Deal Creel,"Gray, Noah",3,3000,2000,1000,"{""2024"": 1000, ""2025"": 1000, ""2026"": 1000}","HEAR YE! HEAR YE! 

**Real Deal Creel** has just made a MYM contract submission!

A new contract for **Gray, Noah** for **3 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
- Year 3: $1000
Total Contract Value (TCV): **$3000**
Guaranteed Years: 2 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-24T09:07:57.5410000-05:00,2024-11-24 09:07:57,2024,mym_submission,Blake Bombers,"Thibodeaux, Kayvon",3,6000,4500,2000,"{""2024"": 2000, ""2025"": 2000, ""2026"": 2000}","HEAR YE! HEAR YE! 

**Blake Bombers** has just made a MYM contract submission!

A new contract for **Thibodeaux, Kayvon** for **3 years**.
Yearly Breakdown:
- Year 1: $2000
- Year 2: $2000
- Year 3: $2000
Total Contract Value (TCV): **$6000**
Guaranteed Amount: $4500

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-26T09:58:31.7430000-05:00,2024-11-26 09:58:31,2024,mym_submission,HammerTime 🔨 ⏰,"Tuipulotu, Tuli",3,12000,9000,4000,"{""2024"": 4000, ""2025"": 4000, ""2026"": 4000}","HEAR YE! HEAR YE! 

**HammerTime 🔨 ⏰** has just made a MYM contract submission!

A new contract for **Tuipulotu, Tuli** for **3 years**.
Yearly Breakdown:
- Year 1: $4000
- Year 2: $4000
- Year 3: $4000
Total Contract Value (TCV): **$12000**
Guaranteed Amount: $9000

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-27T12:38:55.3770000-05:00,2024-11-27 12:38:55,2024,mym_submission,Hawks,"Jones, Marcus",3,3000,2000,1000,"{""2024"": 1000, ""2025"": 1000, ""2026"": 1000}","HEAR YE! HEAR YE! 

**Hawks** has just made a MYM contract submission!

A new contract for **Jones, Marcus** for **3 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
- Year 3: $1000
Total Contract Value (TCV): **$3000**
Guaranteed Years: 2 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2024-11-28T09:51:32.1140000-05:00,2024-11-28 09:51:32,2024,mym_submission,C-Town Chivalry,"Higbee, Tyler",3,3000,2000,1000,"{""2024"": 1000, ""2025"": 1000, ""2026"": 1000}","HEAR YE! HEAR YE! 

**C-Town Chivalry** has just made a MYM contract submission!

A new contract for **Higbee, Tyler** for **3 years**.
Yearly Breakdown:
- Year 1: $1000
- Year 2: $1000
- Year 3: $1000
Total Contract Value (TCV): **$3000**
Guaranteed Years: 2 (1K Penalty for early cut)

What else can brown do for you? :upsbot:

DM me to discuss: @UPS Contracts Hub Bot"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-17T14:00:22.3840000-04:00,2025-05-17 14:00:22,2025,extension,Unknown Team,"Hall, Breece",2,70000,52500,35000,"{""2025"": 35000, ""2026"": 35000}","📢 **Unknown Team** just dropped a new **contract extension**!

🧾 **Hall, Breece** has agreed to terms.
• **Total Contract Value:** $70,000
• **Total Years:** 2
• **Guaranteed:** $52,500

📆 **Contract Breakdown:**
- 2025: $35,000
- 2026: $35,000

**What else can brown do for you?** :upsbot:"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-17T14:12:44.4640000-04:00,2025-05-17 14:12:44,2025,extension,Hawks,"Williams, Kyren",2,44000,33000,22000,"{""2025"": 22000, ""2026"": 22000}","📢 **Hawks** just dropped a new **contract extension**!

🧾 **Williams, Kyren** has agreed to terms.
• **Total Contract Value:** $44,000
• **Total Years:** 2
• **Guaranteed:** $33,000

📆 **Contract Breakdown:**
- 2025: $22,000
- 2026: $22,000

**What else can brown do for you?** :upsbot:"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-17T14:13:10.3130000-04:00,2025-05-17 14:13:10,2025,extension,Sex Manther,"Williams, Jameson",1,20000,15000,20000,"{""2025"": 20000}","📢 **Sex Manther** just dropped a new **contract extension**!

🧾 **Williams, Jameson** has agreed to terms.
• **Total Contract Value:** $20,000
• **Total Years:** 1
• **Guaranteed:** $15,000

📆 **Contract Breakdown:**
- 2025: $20,000

**What else can brown do for you?** :upsbot:"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-17T14:26:35.0550000-04:00,2025-05-17 14:26:35,2025,extension,HammerTime 🔨 ⏰,"McBride, Trey",2,44000,33000,22000,"{""2025"": 22000, ""2026"": 22000}","📢 **HammerTime 🔨 ⏰** just dropped a new **contract extension**!

🧾 **McBride, Trey** has agreed to terms.
• **Total Contract Value:** $44,000
• **Total Years:** 2
• **Guaranteed:** $33,000

📆 **Contract Breakdown:**
- 2025: $22,000
- 2026: $22,000

**What else can brown do for you?** :upsbot:"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-17T14:26:55.8080000-04:00,2025-05-17 14:26:55,2025,extension,HammerTime 🔨 ⏰,"Hamilton, Kyle",1,5000,3750,5000,"{""2025"": 5000}","📢 **HammerTime 🔨 ⏰** just dropped a new **contract extension**!

🧾 **Hamilton, Kyle** has agreed to terms.
• **Total Contract Value:** $5,000
• **Total Years:** 1
• **Guaranteed:** $3,750

📆 **Contract Breakdown:**
- 2025: $5,000

**What else can brown do for you?** :upsbot:"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-17T14:27:21.2240000-04:00,2025-05-17 14:27:21,2025,extension,HammerTime 🔨 ⏰,"Chase, Ja'Marr",3,162000,121500,54000,"{""2025"": 54000, ""2026"": 54000, ""2027"": 54000}","📢 **HammerTime 🔨 ⏰** just dropped a new **contract extension**!

🧾 **Chase, Ja'Marr** has agreed to terms.
• **Total Contract Value:** $162,000
• **Total Years:** 3
• **Guaranteed:** $121,500

📆 **Contract Breakdown:**
- 2025: $54,000
- 2026: $54,000
- 2027: $54,000

**What else can brown do for you?** :upsbot:"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-17T14:37:49.6180000-04:00,2025-05-17 14:37:49,2025,restructure,HammerTime 🔨 ⏰,"Chase, Ja'Marr",3,162000,121500,54000,"{""2025"": 33000, ""2026"": 64000, ""2027"": 65000}","🔧 **HammerTime 🔨 ⏰** just restructured a contract!

🧾 **Chase, Ja'Marr** has agreed to terms.
• **Total Contract Value:** $162,000
• **Total Years:** 3
• **Guaranteed:** $121,500

📆 **Contract Breakdown:**
- 2025: $33,000
- 2026: $64,000
- 2027: $65,000

**What else can brown do for you?** :upsbot:"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-17T15:00:29.7870000-04:00,2025-05-17 15:00:29,2025,extension,CBP,"Warren, Jaylen",1,14000,10500,14000,"{""2025"": 14000}","📢 **CBP** just dropped a new **contract extension**!

🧾 **Warren, Jaylen** has agreed to terms.
• **Total Contract Value:** $14,000
• **Total Years:** 1
• **Guaranteed:** $10,500

📆 **Contract Breakdown:**
- 2025: $14,000

**What else can brown do for you?** :upsbot:"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-17T15:01:47.8290000-04:00,2025-05-17 15:01:47,2025,extension,CBP,"Likely, Isaiah",1,12000,9000,12000,"{""2025"": 12000}","📢 **CBP** just dropped a new **contract extension**!

🧾 **Likely, Isaiah** has agreed to terms.
• **Total Contract Value:** $12,000
• **Total Years:** 1
• **Guaranteed:** $9,000

📆 **Contract Breakdown:**
- 2025: $12,000

**What else can brown do for you?** :upsbot:"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-17T18:53:08.5100000-04:00,2025-05-17 18:53:08,2025,restructure,HammerTime 🔨 ⏰,"Hurts, Jalen",2,84000,63000,42000,"{""2025"": 17000, ""2026"": 67000}","🔧 **HammerTime 🔨 ⏰** just restructured a contract!

🧾 **Hurts, Jalen** has agreed to terms.
• **Total Contract Value:** $84,000
• **Total Years:** 2
• **Guaranteed:** $63,000

📆 **Contract Breakdown:**
- 2025: $17,000
- 2026: $67,000

**What else can brown do for you?** :upsbot:"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-18T06:04:08.5280000-04:00,2025-05-18 06:04:08,2025,extension,Blake Bombers,"Allgeier, Tyler",1,15000,11250,15000,"{""2025"": 15000}","📢 **Blake Bombers** just dropped a new **contract extension**!

🧾 **Allgeier, Tyler** has agreed to terms.
• **Total Contract Value:** $15,000
• **Total Years:** 1
• **Guaranteed:** $11,250

📆 **Contract Breakdown:**
- 2025: $15,000

**What else can brown do for you?** :upsbot:"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-20T07:11:40.1720000-04:00,2025-05-20 07:11:40,2025,extension,Blake Bombers,"Robinson, Wan'Dale",1,12000,9000,12000,"{""2025"": 12000}","📢 **Blake Bombers** just dropped a new **contract extension**!

🧾 **Robinson, Wan'Dale** has agreed to terms.
• **Total Contract Value:** $12,000
• **Total Years:** 1
• **Guaranteed:** $9,000

📆 **Contract Breakdown:**
- 2025: $12,000

**What else can brown do for you?** :upsbot:"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-21T20:02:24.8470000-04:00,2025-05-21 20:02:24,2025,extension,C-Town Chivalry,"Pickens, George",1,19000,14250,19000,"{""2025"": 19000}","📢 **C-Town Chivalry** just dropped a new **contract extension**!

🧾 **Pickens, George** has agreed to terms.
• **Total Contract Value:** $19,000
• **Total Years:** 1
• **Guaranteed:** $14,250

📆 **Contract Breakdown:**
- 2025: $19,000

**What else can brown do for you?** :upsbot:"
contract-activity,/Users/keithcreelman/Desktop/MFL_Scripts/Datastorage/Discord Chat/UPS Dynasty FFL - Automated League Updates - contract-activity [1059113303059730494].csv,UPS Contracts Hub Bot#8171,2025-05-21T22:37:11.6600000-04:00,2025-05-21 22:37:11,2025,extension,C-Town Chivalry,"Robinson, Brian",1,15000,11250,15000,"{""2025"": 15000}","📢 **C-Town Chivalry** just dropped a new **contract extension**!

🧾 **Robinson, Brian** has agreed to terms.
• **Total Contract Value:** $15,000
• **Total Years:** 1
• **Guaranteed:** $11,250

📆 **Contract Breakdown:**
- 2025: $15,000

**What else can brown do for you?** :upsbot:"
