year,pid,player,pos,posgroup,win_k,win_dollars,sf_ecr,overall_rank,rank_used,rank_src,par,dollars_per_par,skill_tier,idp_par_rank,idp_tier,tier,total_bids,forced,overtakes,duration_hrs,nominator,winner,self_nom
2020,12239,Eric Kendricks,LB,IDP,2.0,2000.0,,,,,113.5,17.6,,7,IDP2_7-12,IDP2_7-12,2,0,1,46.33,CBP,Hawks,False
2020,11182,"Burkhead, Rex",RB,SKILL,2.0,2000.0,,364.0,364.0,redraft_ovr,2.7,740.7,T7_150+,,,T7_150+,2,1,0,24.01,L.A. Looks,L.A. Looks,True
2020,10274,"Smith, Aldon",DE,IDP,2.0,2000.0,,,,,62.0,32.3,,22,IDP3_13-24,IDP3_13-24,2,1,0,24.03,Cleon Ca$h,Cleon Ca$h,True
2020,7401,"Roethlisberger, Ben",QB,SKILL,2.0,2000.0,,185.0,185.0,redraft_ovr,20.6,97.1,T7_150+,,,T7_150+,2,1,0,24.06,Sex Manther,Sex Manther,True
2020,10700,Kirk Cousins,QB,SKILL,4.0,4000.0,,184.0,184.0,redraft_ovr,13.9,287.8,T7_150+,,,T7_150+,2,0,1,24.66,Cleon Ca$h,Pure Greatness,False
2020,10722,"Jeffery, Alshon",WR,SKILL,3.0,3000.0,,297.0,297.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,3,2,0,24.16,C-Town Chivalry,C-Town Chivalry,True
2020,9430,"Jenkins, Malcolm",S,IDP,2.0,2000.0,,,,,79.8,25.1,,15,IDP3_13-24,IDP3_13-24,2,1,0,24.41,Pure Greatness,Pure Greatness,True
2020,14225,Maxx Crosby,DE,IDP,5.0,5000.0,,,,,34.0,147.1,,28,IDP4_25+,IDP4_25+,5,2,2,37.58,Pure Greatness,Pure Greatness,True
2020,13153,"Davis, Corey",WR,SKILL,6.0,6000.0,,292.0,292.0,redraft_ovr,65.8,91.2,T7_150+,,,T7_150+,4,1,2,46.08,Real Deal Creel,Gride,False
2020,14613,Steven Sims,WR,SKILL,2.0,2000.0,,321.0,321.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,2,1,0,24.03,Gride,Gride,True
2020,12231,Shaq Thompson,LB,IDP,2.0,2000.0,,,,,61.5,32.5,,23,IDP3_13-24,IDP3_13-24,2,1,0,24.06,Gride,Gride,True
2020,13157,Curtis Samuel,WR,SKILL,3.0,3000.0,,236.0,236.0,redraft_ovr,30.9,97.1,T7_150+,,,T7_150+,3,2,0,24.03,The Long Haulers,The Long Haulers,True
2020,10697,Ryan Tannehill,QB,SKILL,2.0,2000.0,,188.0,188.0,redraft_ovr,31.3,63.9,T7_150+,,,T7_150+,2,1,0,24.01,Blake Bombers,Blake Bombers,True
2020,12287,Jordan Hicks,LB,IDP,2.0,2000.0,,,,,50.5,39.6,,25,IDP4_25+,IDP4_25+,2,0,1,24.58,CBP,Pure Greatness,False
2020,13274,John Johnson,S,IDP,3.0,3000.0,,,,,113.4,26.5,,8,IDP2_7-12,IDP2_7-12,2,0,1,24.19,Sex Manther,Pure Greatness,False
2020,11760,Jimmy Garoppolo,QB,SKILL,2.0,2000.0,,189.0,189.0,redraft_ovr,5.0,400.0,T7_150+,,,T7_150+,2,1,0,24.09,Cleon Ca$h,Cleon Ca$h,True
2020,13706,Jerome Baker,LB,IDP,2.0,2000.0,,,,,78.5,25.5,,16,IDP3_13-24,IDP3_13-24,2,1,0,24.13,C-Town Chivalry,C-Town Chivalry,True
2020,10816,Demario Davis,LB,IDP,3.0,3000.0,,,,,78.5,38.2,,17,IDP3_13-24,IDP3_13-24,3,2,0,24.15,C-Town Chivalry,C-Town Chivalry,True
2020,12745,Deion Jones,LB,IDP,3.0,3000.0,,,,,74.5,40.3,,18,IDP3_13-24,IDP3_13-24,3,1,1,42.34,Cleon Ca$h,The Long Haulers,False
2020,13257,"Evans, Justin",S,IDP,2.0,2000.0,,,,,,,,,idp_unranked_par,idp_unranked_par,2,0,1,27.37,Pure Greatness,C-Town Chivalry,False
2020,13155,John Ross,WR,SKILL,2.0,2000.0,,333.0,333.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,2,1,0,24.28,Real Deal Creel,Real Deal Creel,True
2020,12768,"Schobert, Joe",LB,IDP,2.0,2000.0,,,,,109.5,18.3,,9,IDP2_7-12,IDP2_7-12,2,1,0,24.05,Gride,Gride,True
2020,12718,Vonn Bell,S,IDP,2.0,2000.0,,,,,103.1,19.4,,10,IDP2_7-12,IDP2_7-12,2,1,0,24.13,Gride,Gride,True
2020,12250,"Collins, Landon",S,IDP,4.0,4000.0,,,,,63.3,63.2,,21,IDP3_13-24,IDP3_13-24,3,2,0,24.2,Blake Bombers,Blake Bombers,True
2020,8658,"Peterson, Adrian",RB,SKILL,15.0,15000.0,,252.0,252.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,12,7,4,78.36,Blake Bombers,Pure Greatness,False
2020,13678,Ian Thomas,TE,SKILL,4.0,4000.0,,240.0,240.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,2,1,0,24.0,The Long Haulers,The Long Haulers,True
2020,12088,"Phillips, Adrian",S,IDP,2.0,2000.0,,,,,96.4,20.7,,11,IDP2_7-12,IDP2_7-12,2,0,1,32.84,Sex Manther,Blake Bombers,False
2020,12075,Shaq Barrett,DE,IDP,3.0,3000.0,,,,,82.5,36.4,,13,IDP3_13-24,IDP3_13-24,3,2,0,24.01,Cleon Ca$h,Cleon Ca$h,True
2020,12688,DeForest Buckner,DT,IDP,2.0,2000.0,,,,,74.0,27.0,,19,IDP3_13-24,IDP3_13-24,2,0,1,30.6,L.A. Looks,Sex Manther,False
2020,10292,Cameron Jordan,DT,IDP,5.0,5000.0,,,,,80.5,62.1,,14,IDP3_13-24,IDP3_13-24,5,4,0,24.05,L.A. Looks,L.A. Looks,True
2020,12857,"Washington, DeAndre",RB,SKILL,5.0,5000.0,,340.0,340.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,4,2,1,46.13,The Long Haulers,Hawks,False
2020,12610,Carson Wentz,QB,SKILL,5.0,5000.0,,101.0,101.0,redraft_ovr,11.4,438.6,T6_101-150,,,T6_101-150,4,1,2,33.91,Gride,C-Town Chivalry,False
2020,12767,Justin Simmons,S,IDP,3.0,3000.0,,,,,124.3,24.1,,1,IDP1_1-6,IDP1_1-6,3,0,2,35.89,Hawks,Hawks,True
2020,14965,"Rohrwasser, Justin",PK,KP,2.0,2000.0,,215.0,215.0,redraft_ovr,,,,,,kp,2,0,1,38.8,Sex Manther,Hawks,False
2020,10868,Greg Zuerlein,PK,KP,2.0,2000.0,,229.0,229.0,redraft_ovr,24.7,81.0,,,,kp,2,1,0,24.02,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2020,10272,"Watt, J.J.",DE,IDP,4.0,4000.0,,,,,116.5,34.3,,3,IDP1_1-6,IDP1_1-6,3,1,1,26.49,C-Town Chivalry,Blake Bombers,False
2020,10738,"Jones, Marvin",WR,SKILL,17.0,17000.0,,150.0,150.0,redraft_ovr,42.6,399.1,T6_101-150,,,T6_101-150,5,3,1,25.55,Real Deal Creel,HammerTime 🔨 ⏰,False
2020,13763,Will Dissly,TE,SKILL,5.0,5000.0,,309.0,309.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,4,0,3,51.12,Real Deal Creel,Hawks,False
2020,9831,"Tate, Golden",WR,SKILL,5.0,5000.0,,191.0,191.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,3,0,2,26.58,Pure Greatness,Pure Greatness,True
2020,12756,Yannick Ngakoue,DE,IDP,2.0,2000.0,,,,,21.5,93.0,,30,IDP4_25+,IDP4_25+,2,0,1,26.26,Pure Greatness,HammerTime 🔨 ⏰,False
2020,10976,Justin Tucker,PK,KP,2.0,2000.0,,186.0,186.0,redraft_ovr,114.2,17.5,,,,kp,2,1,0,24.48,Cleon Ca$h,Cleon Ca$h,True
2020,13240,"Hill, Brian",RB,SKILL,2.0,2000.0,,347.0,347.0,redraft_ovr,-2.6,,T7_150+,,,T7_150+,2,1,0,24.29,Blake Bombers,Blake Bombers,True
2020,13722,"Jarwin, Blake",TE,SKILL,5.0,5000.0,,197.0,197.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,4,3,0,24.0,CBP,CBP,True
2020,9988,"Brown, Antonio",WR,SKILL,4.0,4000.0,,306.0,306.0,redraft_ovr,-3.5,,T7_150+,,,T7_150+,3,1,1,31.57,CBP,Real Deal Creel,False
2020,12152,"Coleman, Tevin",RB,SKILL,16.0,16000.0,,205.0,205.0,redraft_ovr,-6.1,,T7_150+,,,T7_150+,15,8,6,94.32,L.A. Looks,Hawks,False
2020,12197,"Perriman, Breshad",WR,SKILL,11.0,11000.0,,227.0,227.0,redraft_ovr,3.7,2973.0,T7_150+,,,T7_150+,10,1,8,75.38,Hawks,Gride,False
2020,13747,Tracy Walker,S,IDP,3.0,3000.0,,,,,71.1,42.2,,20,IDP3_13-24,IDP3_13-24,3,1,1,24.09,Pure Greatness,The Long Haulers,False
2020,10775,Bobby Wagner,LB,IDP,6.0,6000.0,,,,,116.0,51.7,,4,IDP1_1-6,IDP1_1-6,4,3,0,24.04,The Long Haulers,The Long Haulers,True
2020,10729,"Hilton, T.Y.",WR,SKILL,17.0,17000.0,,84.0,84.0,redraft_ovr,11.5,1478.3,T5_76-100,,,T5_76-100,10,6,3,43.97,The Long Haulers,Blake Bombers,False
2020,12788,"Martinez, Blake",LB,IDP,5.0,5000.0,,,,,121.0,41.3,,2,IDP1_1-6,IDP1_1-6,5,2,2,48.91,Sex Manther,Blake Bombers,False
2020,12985,"Littleton, Cory",LB,IDP,4.0,4000.0,,,,,17.5,228.6,,31,IDP4_25+,IDP4_25+,3,2,0,24.02,Sex Manther,Sex Manther,True
2020,11657,"Hyde, Carlos",RB,SKILL,2.0,2000.0,,313.0,313.0,redraft_ovr,9.4,212.8,T7_150+,,,T7_150+,2,1,0,24.02,Gride,Gride,True
2020,13743,Fred Warner,LB,IDP,6.0,6000.0,,,,,96.0,62.5,,12,IDP2_7-12,IDP2_7-12,4,1,2,24.65,Gride,Sex Manther,False
2020,11747,"White, James",RB,SKILL,26.0,26000.0,,121.0,121.0,redraft_ovr,-1.0,,T6_101-150,,,T6_101-150,17,10,6,71.98,Hawks,HammerTime 🔨 ⏰,False
2020,9662,"Edelman, Julian",WR,SKILL,13.0,13000.0,,120.0,120.0,redraft_ovr,-0.8,,T6_101-150,,,T6_101-150,8,3,4,71.31,Cleon Ca$h,Blake Bombers,False
2020,10708,"Miller, Lamar",RB,SKILL,4.0,4000.0,,382.0,382.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,3,0,2,28.57,Cleon Ca$h,Real Deal Creel,False
2020,10768,Lavonte David,LB,IDP,4.0,4000.0,,,,,116.0,34.5,,5,IDP1_1-6,IDP1_1-6,3,1,1,27.79,C-Town Chivalry,Blake Bombers,False
2020,10273,"Newton, Cam",QB,SKILL,6.0,6000.0,,183.0,183.0,redraft_ovr,-14.9,,T7_150+,,,T7_150+,4,1,2,62.65,C-Town Chivalry,The Long Haulers,False
2020,10753,"Jones, Chandler",LB,IDP,3.0,3000.0,,,,,15.5,193.5,,32,IDP4_25+,IDP4_25+,2,0,1,29.9,Pure Greatness,L.A. Looks,False
2020,10271,Julio Jones,WR,SKILL,50.0,50000.0,,21.0,21.0,redraft_ovr,74.0,675.7,T2_13-25,,,T2_13-25,5,4,0,24.0,Blake Bombers,Blake Bombers,True
2020,13589,Josh Allen,QB,SKILL,8.0,8000.0,,75.0,75.0,redraft_ovr,124.8,64.1,T4_51-75,,,T4_51-75,6,2,3,52.21,Blake Bombers,CBP,False
2020,11228,Robert Woods,WR,SKILL,31.0,31000.0,,56.0,56.0,redraft_ovr,59.8,518.4,T4_51-75,,,T4_51-75,14,5,8,90.47,Real Deal Creel,The Long Haulers,False
2020,11244,Travis Kelce,TE,SKILL,46.0,46000.0,,15.0,15.0,redraft_ovr,168.1,273.6,T2_13-25,,,T2_13-25,10,6,3,28.29,Real Deal Creel,Sex Manther,False
2020,10276,"Ingram, Mark",RB,SKILL,25.0,25000.0,,66.0,66.0,redraft_ovr,-5.1,,T4_51-75,,,T4_51-75,10,1,8,77.81,CBP,Cleon Ca$h,False
2020,7393,"Fitzgerald, Larry",WR,SKILL,8.0,8000.0,,295.0,295.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,6,2,3,58.76,CBP,Gride,False
2020,12184,Jamison Crowder,WR,SKILL,7.0,7000.0,,178.0,178.0,redraft_ovr,52.3,133.8,T7_150+,,,T7_150+,5,4,0,24.0,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2020,9918,"Sanders, Emmanuel",WR,SKILL,7.0,7000.0,,176.0,176.0,redraft_ovr,20.4,343.1,T7_150+,,,T7_150+,3,2,0,24.0,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2021,15419,Kylen Granson,TE,SKILL,2.0,2000.0,,148.0,148.0,redraft_ovr,0.0,,T6_101-150,,,T6_101-150,2,0,1,39.22,Gride,Pure Greatness,False
2021,14095,Ty Johnson,RB,SKILL,4.0,4000.0,,335.0,335.0,redraft_ovr,-9.4,,T7_150+,,,T7_150+,4,1,2,47.85,Real Deal Creel,Real Deal Creel,True
2021,13863,Byron Pringle,WR,SKILL,2.0,2000.0,,352.0,352.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,2,1,0,30.45,The Long Haulers,The Long Haulers,True
2021,15337,Noah Gray,TE,SKILL,4.0,4000.0,,175.0,175.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,3,1,1,26.59,Sex Manther,Real Deal Creel,False
2021,14157,Quinnen Williams,DT,IDP,2.0,2000.0,,,,,53.0,37.7,,26,IDP4_25+,IDP4_25+,2,1,0,24.01,L.A. Looks,L.A. Looks,True
2021,13236,Gerald Everett,TE,SKILL,2.0,2000.0,,268.0,268.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,2,1,0,24.39,The Long Haulers,The Long Haulers,True
2021,12741,Chris Jones,DT,IDP,2.0,2000.0,,,,,31.5,63.5,,28,IDP4_25+,IDP4_25+,2,0,1,30.74,Real Deal Creel,Blake Bombers,False
2021,13620,"Jackson, Justin",RB,SKILL,3.0,3000.0,,309.0,309.0,redraft_ovr,24.6,122.0,T7_150+,,,T7_150+,3,0,2,25.94,Pure Greatness,Pure Greatness,True
2021,13202,Carl Lawson,DE,IDP,3.0,3000.0,,,,,0.0,,,37,IDP4_25+,IDP4_25+,3,0,2,34.78,Gride,Gride,True
2021,15034,Marquez Callaway,WR,SKILL,2.0,2000.0,,205.0,205.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,2,0,1,29.31,C-Town Chivalry,The Long Haulers,False
2021,13633,Christian Kirk,WR,SKILL,4.0,4000.0,,291.0,291.0,redraft_ovr,7.3,547.9,T7_150+,,,T7_150+,4,1,2,49.79,Blake Bombers,Sex Manther,False
2021,14818,"Jones, Xavier",RB,SKILL,3.0,3000.0,,266.0,266.0,redraft_ovr,,,T7_150+,,,T7_150+,3,2,0,24.26,Sex Manther,Sex Manther,True
2021,12658,Sterling Shepard,WR,SKILL,5.0,5000.0,,241.0,241.0,redraft_ovr,24.0,208.3,T7_150+,,,T7_150+,3,1,1,38.07,L.A. Looks,Hawks,False
2021,14122,Darius Slayton,WR,SKILL,2.0,2000.0,,322.0,322.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,2,0,1,24.8,CBP,Real Deal Creel,False
2021,13188,"Howard, O.J.",TE,SKILL,4.0,4000.0,,346.0,346.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,2,1,0,24.01,Cleon Ca$h,Cleon Ca$h,True
2021,14163,Jeffery Simmons,DT,IDP,3.0,3000.0,,,,,60.5,49.6,,23,IDP3_13-24,IDP3_13-24,3,0,2,45.27,Cleon Ca$h,Cleon Ca$h,True
2021,11193,"Bernard, Giovani",RB,SKILL,3.0,3000.0,,273.0,273.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,2,1,0,24.01,Sex Manther,Sex Manther,True
2021,12225,Leonard Williams,DT,IDP,2.0,2000.0,,,,,98.0,20.4,,15,IDP3_13-24,IDP3_13-24,2,1,0,24.09,The Long Haulers,The Long Haulers,True
2021,13717,Justin Reid,S,IDP,2.0,2000.0,,,,,21.6,92.6,,31,IDP4_25+,IDP4_25+,2,1,0,24.06,C-Town Chivalry,C-Town Chivalry,True
2021,14225,Maxx Crosby,DE,IDP,3.0,3000.0,,,,,59.0,50.8,,24,IDP3_13-24,IDP3_13-24,3,0,2,55.48,Real Deal Creel,Cleon Ca$h,False
2021,11761,Jerick McKinnon,RB,SKILL,3.0,3000.0,,357.0,357.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,3,1,1,44.35,Real Deal Creel,L.A. Looks,False
2021,12702,"Jack, Myles",LB,IDP,3.0,3000.0,,,,,65.0,46.2,,20,IDP3_13-24,IDP3_13-24,2,0,1,31.23,Gride,C-Town Chivalry,False
2021,14265,"Fulgham, Travis",WR,SKILL,2.0,2000.0,,,,,,,unranked,,,unranked,2,1,0,24.01,L.A. Looks,L.A. Looks,True
2021,14811,Salvon Ahmed,RB,SKILL,5.0,5000.0,,345.0,345.0,redraft_ovr,-6.9,,T7_150+,,,T7_150+,3,1,1,47.66,L.A. Looks,Hawks,False
2021,13680,Hayden Hurst,TE,SKILL,4.0,4000.0,,340.0,340.0,redraft_ovr,-6.1,,T7_150+,,,T7_150+,3,2,0,24.3,Sex Manther,Sex Manther,True
2021,12152,"Coleman, Tevin",RB,SKILL,4.0,4000.0,,265.0,265.0,redraft_ovr,-2.1,,T7_150+,,,T7_150+,4,1,2,31.5,Hawks,Hawks,True
2021,13304,"Brown, Jayon",LB,IDP,4.0,4000.0,,,,,16.0,250.0,,32,IDP4_25+,IDP4_25+,3,2,0,24.28,Cleon Ca$h,Cleon Ca$h,True
2021,14991,Jordan Fuller,S,IDP,3.0,3000.0,,,,,115.8,25.9,,10,IDP2_7-12,IDP2_7-12,3,1,1,27.51,CBP,Sex Manther,False
2021,12197,"Perriman, Breshad",WR,SKILL,4.0,4000.0,,308.0,308.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,3,0,2,35.66,CBP,Hawks,False
2021,13608,Rashaad Penny,RB,SKILL,6.0,6000.0,,290.0,290.0,redraft_ovr,54.8,109.5,T7_150+,,,T7_150+,5,3,1,46.42,The Long Haulers,C-Town Chivalry,False
2021,13447,Eric Wilson,LB,IDP,3.0,3000.0,,,,,31.5,95.2,,29,IDP4_25+,IDP4_25+,2,0,1,43.98,The Long Haulers,Gride,False
2021,11317,Jordan Poyer,S,IDP,4.0,4000.0,,,,,149.2,26.8,,4,IDP1_1-6,IDP1_1-6,3,0,2,26.49,C-Town Chivalry,CBP,False
2021,14127,Jakobi Meyers,WR,SKILL,4.0,4000.0,,242.0,242.0,redraft_ovr,9.1,439.6,T7_150+,,,T7_150+,4,2,1,25.57,Blake Bombers,The Long Haulers,False
2021,13234,Marlon Mack,RB,SKILL,5.0,5000.0,,301.0,301.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,5,3,1,38.61,Real Deal Creel,C-Town Chivalry,False
2021,10261,"Green, A.J.",WR,SKILL,11.0,11000.0,,283.0,283.0,redraft_ovr,11.7,940.2,T7_150+,,,T7_150+,6,2,3,40.39,Real Deal Creel,Hawks,False
2021,12088,"Phillips, Adrian",S,IDP,3.0,3000.0,,,,,13.0,230.8,,34,IDP4_25+,IDP4_25+,3,1,1,47.45,Gride,The Long Haulers,False
2021,12718,Vonn Bell,S,IDP,4.0,4000.0,,,,,137.3,29.1,,8,IDP2_7-12,IDP2_7-12,4,3,0,24.02,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2021,13252,Marcus Maye,S,IDP,2.0,2000.0,,,,,64.3,31.1,,21,IDP3_13-24,IDP3_13-24,2,1,0,24.32,Sex Manther,Sex Manther,True
2021,13245,Haason Reddick,DE,IDP,4.0,4000.0,,,,,137.5,29.1,,7,IDP2_7-12,IDP2_7-12,4,1,2,38.61,L.A. Looks,CBP,False
2021,14412,Alex Singleton,LB,IDP,4.0,4000.0,,,,,86.0,46.5,,17,IDP3_13-24,IDP3_13-24,4,1,2,47.66,Sex Manther,Sex Manther,True
2021,12688,DeForest Buckner,DT,IDP,3.0,3000.0,,,,,117.5,25.5,,9,IDP2_7-12,IDP2_7-12,3,0,2,41.85,Cleon Ca$h,Sex Manther,False
2021,13640,"Callaway, Antonio",WR,SKILL,2.0,2000.0,,,,,,,unranked,,,unranked,2,0,1,30.3,Cleon Ca$h,Hawks,False
2021,10308,"Cobb, Randall",WR,SKILL,3.0,3000.0,,296.0,296.0,redraft_ovr,8.6,348.8,T7_150+,,,T7_150+,3,2,0,24.1,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2021,10292,Cameron Jordan,DT,IDP,2.0,2000.0,,,,,108.0,18.5,,12,IDP2_7-12,IDP2_7-12,2,1,0,24.09,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2021,13813,Foyesade Oluokun,LB,IDP,2.0,2000.0,,,,,173.5,11.5,,2,IDP1_1-6,IDP1_1-6,2,1,0,24.0,The Long Haulers,The Long Haulers,True
2021,11747,"White, James",RB,SKILL,9.0,9000.0,,251.0,251.0,redraft_ovr,-6.3,,T7_150+,,,T7_150+,6,2,3,41.06,The Long Haulers,Real Deal Creel,False
2021,11390,Latavius Murray,RB,SKILL,5.0,5000.0,,247.0,247.0,redraft_ovr,-11.5,,T7_150+,,,T7_150+,4,1,2,46.78,CBP,Pure Greatness,False
2021,12752,Kevin Byard,S,IDP,3.0,3000.0,,,,,113.7,26.4,,11,IDP2_7-12,IDP2_7-12,2,1,0,24.04,CBP,CBP,True
2021,7401,"Roethlisberger, Ben",QB,SKILL,5.0,5000.0,,224.0,224.0,redraft_ovr,-13.5,,T7_150+,,,T7_150+,5,1,3,59.32,Gride,Pure Greatness,False
2021,13154,Mike Williams,WR,SKILL,6.0,6000.0,,209.0,209.0,redraft_ovr,58.9,101.9,T7_150+,,,T7_150+,5,4,0,24.05,Blake Bombers,Blake Bombers,True
2021,8062,"Fitzpatrick, Ryan",QB,SKILL,3.0,3000.0,,236.0,236.0,redraft_ovr,-21.2,,T7_150+,,,T7_150+,2,0,1,39.44,Blake Bombers,L.A. Looks,False
2021,11769,Demarcus Lawrence,DE,IDP,2.0,2000.0,,,,,56.5,35.4,,25,IDP4_25+,IDP4_25+,2,1,0,24.08,C-Town Chivalry,C-Town Chivalry,True
2021,12437,Jason Myers,PK,KP,2.0,2000.0,,302.0,302.0,redraft_ovr,4.0,500.0,,,,kp,2,0,1,40.86,Pure Greatness,L.A. Looks,False
2021,13108,"McKissic, J.D.",RB,SKILL,10.0,10000.0,,219.0,219.0,redraft_ovr,22.6,442.5,T7_150+,,,T7_150+,8,3,4,62.56,Real Deal Creel,C-Town Chivalry,False
2021,12221,Danielle Hunter,DE,IDP,8.0,8000.0,,,,,74.0,108.1,,19,IDP3_13-24,IDP3_13-24,6,3,2,46.7,Hawks,Sex Manther,False
2021,13850,Gus Edwards,RB,SKILL,9.0,9000.0,,152.0,152.0,redraft_ovr,,,T7_150+,,,T7_150+,8,5,2,47.06,The Long Haulers,L.A. Looks,False
2021,12745,Deion Jones,LB,IDP,4.0,4000.0,,,,,105.5,37.9,,14,IDP3_13-24,IDP3_13-24,2,1,0,24.01,Cleon Ca$h,Cleon Ca$h,True
2021,12239,Eric Kendricks,LB,IDP,4.0,4000.0,,,,,155.0,25.8,,3,IDP1_1-6,IDP1_1-6,2,1,0,24.03,CBP,CBP,True
2021,13809,Russell Gage,WR,SKILL,5.0,5000.0,,202.0,202.0,redraft_ovr,-17.0,,T7_150+,,,T7_150+,3,0,2,28.07,Blake Bombers,HammerTime 🔨 ⏰,False
2021,13697,Tremaine Edmunds,LB,IDP,3.0,3000.0,,,,,28.5,105.3,,30,IDP4_25+,IDP4_25+,3,1,1,34.69,Blake Bombers,L.A. Looks,False
2021,10816,Demario Davis,LB,IDP,2.0,2000.0,,,,,95.5,20.9,,16,IDP3_13-24,IDP3_13-24,2,0,1,35.19,Pure Greatness,L.A. Looks,False
2021,9833,Jason Pierre-Paul,DE,IDP,2.0,2000.0,,,,,44.5,44.9,,27,IDP4_25+,IDP4_25+,2,1,0,24.06,L.A. Looks,L.A. Looks,True
2021,11674,Brandin Cooks,WR,SKILL,9.0,9000.0,,136.0,136.0,redraft_ovr,94.4,95.3,T6_101-150,,,T6_101-150,7,5,1,34.14,L.A. Looks,Pure Greatness,False
2021,11316,"Ryan, Logan",S,IDP,4.0,4000.0,,,,,146.0,27.4,,5,IDP1_1-6,IDP1_1-6,2,0,1,45.81,Sex Manther,HammerTime 🔨 ⏰,False
2021,13231,Jabrill Peppers,S,IDP,4.0,4000.0,,,,,13.7,292.0,,33,IDP4_25+,IDP4_25+,3,2,0,24.2,Pure Greatness,Pure Greatness,True
2021,13274,John Johnson,S,IDP,4.0,4000.0,,,,,12.5,320.0,,35,IDP4_25+,IDP4_25+,2,0,1,30.59,Sex Manther,HammerTime 🔨 ⏰,False
2021,10729,"Hilton, T.Y.",WR,SKILL,4.0,4000.0,,255.0,255.0,redraft_ovr,-0.7,,T7_150+,,,T7_150+,2,0,1,32.02,C-Town Chivalry,HammerTime 🔨 ⏰,False
2021,12630,"Drake, Kenyan",RB,SKILL,10.0,10000.0,,197.0,197.0,redraft_ovr,3.7,2702.7,T7_150+,,,T7_150+,5,2,2,43.46,The Long Haulers,HammerTime 🔨 ⏰,False
2021,13214,T.J. Watt,DE,IDP,9.0,9000.0,,,,,183.5,49.0,,1,IDP1_1-6,IDP1_1-6,6,2,3,43.68,Gride,Pure Greatness,False
2021,12677,Austin Hooper,TE,SKILL,3.0,3000.0,,263.0,263.0,redraft_ovr,6.9,434.8,T7_150+,,,T7_150+,3,2,0,24.03,Real Deal Creel,Real Deal Creel,True
2021,12140,Jameis Winston,QB,SKILL,2.0,2000.0,,235.0,235.0,redraft_ovr,5.9,339.0,T7_150+,,,T7_150+,2,0,1,39.77,Real Deal Creel,HammerTime 🔨 ⏰,False
2021,13251,Budda Baker,S,IDP,13.0,13000.0,,,,,145.3,89.5,,6,IDP1_1-6,IDP1_1-6,9,6,2,59.39,HammerTime 🔨 ⏰,Pure Greatness,False
2021,11247,Zach Ertz,TE,SKILL,5.0,5000.0,,227.0,227.0,redraft_ovr,12.0,416.7,T7_150+,,,T7_150+,5,4,0,24.0,Gride,Gride,True
2021,13157,Curtis Samuel,WR,SKILL,12.0,12000.0,,201.0,201.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,6,4,1,25.78,Gride,L.A. Looks,False
2021,13592,Sam Darnold,QB,SKILL,6.0,6000.0,,238.0,238.0,redraft_ovr,-26.6,,T7_150+,,,T7_150+,5,1,3,58.4,Cleon Ca$h,HammerTime 🔨 ⏰,False
2021,10738,"Jones, Marvin",WR,SKILL,10.0,10000.0,,208.0,208.0,redraft_ovr,31.4,318.5,T7_150+,,,T7_150+,4,1,2,41.74,Cleon Ca$h,HammerTime 🔨 ⏰,False
2021,14256,Jake Bailey,PN,KP,2.0,2000.0,,,,,50.0,40.0,,,,kp,2,0,1,25.37,Sex Manther,L.A. Looks,False
2021,12650,Tyler Boyd,WR,SKILL,21.0,21000.0,,131.0,131.0,redraft_ovr,50.3,417.5,T6_101-150,,,T6_101-150,5,1,3,50.34,The Long Haulers,Real Deal Creel,False
2021,11228,Robert Woods,WR,SKILL,41.0,41000.0,,43.0,43.0,redraft_ovr,29.6,1385.1,T3_26-50,,,T3_26-50,11,6,4,74.1,The Long Haulers,The Long Haulers,True
