pid,name,pos,entry_season,entry_type,entry_overall,entry_bid,market_rank,rank_src,tier,end_season,length_seasons,censored,n_extensions,ext_terms,ext_seasons
10292,"Jordan, Cameron",DE,2012,WAIVER,,1000,,,,2012,1,0,0,,
7958,"Cole, Trent",DE,2012,FAA,,4000,3,bid,IDP/K,2012,1,0,0,,
9084,"Long, Chris",DE,2012,WAIVER,,1000,,,,2012,1,0,0,,
9041,"Avril, Cliff",DE,2012,FAA,,4000,3,bid,IDP/K,2014,3,0,0,,
6984,"Umenyiora, Osi",DE,2012,FAA,,1000,10,bid,IDP/K,2012,1,0,0,,
8242,"Williams, Mario",DE,2012,FAA,,6000,2,bid,IDP/K,2012,1,0,0,,
8677,"Johnson, Charles",DE,2012,FAA,,1000,10,bid,IDP/K,2013,2,0,0,,
8400,"Anderson, Mark",DE,2012,FAA,,1000,10,bid,IDP/K,2012,1,0,0,,
10320,"Sheard, Jabaal",DE,2012,FAA,,3000,6,bid,IDP/K,2015,4,0,0,,
10754,"Mercilus, Whitney",DE,2012,WAIVER,,2000,,,,2012,1,0,0,,
10277,"Houston, Justin",DE,2012,WAIVER,,1000,,,,2012,1,0,0,,
10766,"Irvin, Bruce",DE,2012,ROOKIE,53,,,rookie_slot,,2012,1,0,0,,
10269,"Quinn, Robert",DE,2012,FAA,,1000,10,bid,IDP/K,2015,4,0,0,,
9051,"Campbell, Calais",DE,2012,FAA,,9000,1,bid,IDP/K,2012,1,0,0,,
10280,"Kerrigan, Ryan",DE,2012,WAIVER,,1000,,,,2012,1,0,0,,
9425,"Wake, Cameron",DE,2012,FAA,,3000,6,bid,IDP/K,2012,1,0,0,,
7417,"Babin, Jason",DE,2012,WAIVER,,2000,,,,2012,1,0,0,,
6938,"Suggs, Terrell",DE,2012,WAIVER,,1000,,,,2013,2,0,0,,
10275,"Bailey, Allen",DE,2012,FAA,,1000,10,bid,IDP/K,2014,3,0,0,,
10272,"Watt, J.J.",DE,2012,FAA,,4000,3,bid,IDP/K,2016,5,0,0,,
8367,"Dumervil, Elvis",DE,2012,FAA,,3000,6,bid,IDP/K,2012,1,0,0,,
10314,"Wilkerson, Muhammad",DE,2013,FAA,,1000,10,bid,IDP/K,2014,2,0,0,,
7066,"Mathis, Robert",DE,2013,WAIVER,,1000,,,,2013,1,0,0,,
6510,"Peppers, Julius",DE,2013,FAA,,2000,6,bid,IDP/K,2013,1,0,0,,
10292,"Jordan, Cameron",DE,2013,WAIVER,,1000,,,,2013,1,0,0,,
9825,"Dunlap, Carlos",DE,2013,WAIVER,,3000,,,,2013,1,0,0,,
9847,"Hardy, Greg",DE,2013,FAA,,2000,6,bid,IDP/K,2013,1,0,0,,
9824,"Morgan, Derrick",DE,2013,FAA,,1000,10,bid,IDP/K,2014,2,0,0,,
9084,"Long, Chris",DE,2013,FAA,,2000,6,bid,IDP/K,2013,1,0,0,,
8242,"Williams, Mario",DE,2013,FAA,,2000,6,bid,IDP/K,2013,1,0,0,,
10335,"Casey, Jurrell",DE,2013,WAIVER,,1000,,,,2014,2,0,0,,
9833,"Pierre-Paul, Jason",DE,2013,FAA,,5000,2,bid,IDP/K,2013,1,0,0,,
8682,"Spencer, Anthony",DE,2013,FAA,,1000,10,bid,IDP/K,2013,1,0,0,,
10754,"Mercilus, Whitney",DE,2013,WAIVER,,2000,,,,2014,2,0,0,,
4897,"Carter, Andre",DE,2013,FAA,,1000,10,bid,IDP/K,2013,1,0,0,,
11267,"Ansah, Ezekiel",DE,2013,ROOKIE,39,,,rookie_slot,,2017,5,0,0,,
10277,"Houston, Justin",DE,2013,WAIVER,,4000,,,,2013,1,0,0,,
10766,"Irvin, Bruce",DE,2013,WAIVER,,2000,,,,2014,2,0,0,,
9051,"Campbell, Calais",DE,2013,FAA,,3000,5,bid,IDP/K,2013,1,0,0,,
7516,"Allen, Jared",DE,2013,FAA,,4000,3,bid,IDP/K,2013,1,0,0,,
7823,"Ware, Demarcus",DE,2013,FAA,,4000,3,bid,IDP/K,2013,1,0,0,,
10280,"Kerrigan, Ryan",DE,2013,WAIVER,,1000,,,,2013,1,0,0,,
9425,"Wake, Cameron",DE,2013,FAA,,6000,1,bid,IDP/K,2013,1,0,0,,
7886,"Tuck, Justin",DE,2013,WAIVER,,1000,,,,2013,1,0,0,,
10815,"Vernon, Olivier",DE,2013,WAIVER,,3000,,,,2013,1,0,0,,
8376,"Ninkovich, Rob",DE,2013,FAA,,1000,10,bid,IDP/K,2013,1,0,0,,
9749,"Bennett, Michael",DE,2014,WAIVER,,1000,,,,2014,1,0,0,,
11769,"Lawrence, Demarcus",DE,2014,ROOKIE,53,,,rookie_slot,,2016,3,0,0,,
6510,"Peppers, Julius",DE,2014,WAIVER,,1000,,,,2014,1,0,0,,
10292,"Jordan, Cameron",DE,2014,FAA,,2000,8,bid,IDP/K,2014,1,0,0,,
9825,"Dunlap, Carlos",DE,2014,FAA,,3000,5,bid,IDP/K,2014,1,0,0,,
9853,"Hughes, Jerry",DE,2014,WAIVER,,1000,,,,2014,1,0,0,,
10266,"Heyward, Cameron",DE,2014,WAIVER,,1000,,,,2015,2,0,0,,
8242,"Williams, Mario",DE,2014,FAA,,3000,5,bid,IDP/K,2014,1,0,0,,
9833,"Pierre-Paul, Jason",DE,2014,WAIVER,,2000,,,,2014,1,0,0,,
10277,"Houston, Justin",DE,2014,WAIVER,,1000,,,,2015,2,0,0,,
9828,"Griffen, Everson",DE,2014,WAIVER,,1000,,,,2014,1,0,0,,
9051,"Campbell, Calais",DE,2014,FAA,,4000,2,bid,IDP/K,2014,1,0,0,,
7516,"Allen, Jared",DE,2014,FAA,,1000,9,bid,IDP/K,2014,1,0,0,,
7823,"Ware, Demarcus",DE,2014,FAA,,4000,2,bid,IDP/K,2014,1,0,0,,
10280,"Kerrigan, Ryan",DE,2014,WAIVER,,3000,,,,2014,1,0,0,,
9425,"Wake, Cameron",DE,2014,FAA,,4000,2,bid,IDP/K,2014,1,0,0,,
7886,"Tuck, Justin",DE,2014,FAA,,1000,9,bid,IDP/K,2014,1,0,0,,
10815,"Vernon, Olivier",DE,2014,FAA,,3000,5,bid,IDP/K,2014,1,0,0,,
8367,"Dumervil, Elvis",DE,2014,WAIVER,,1000,,,,2014,1,0,0,,
11706,"Clowney, Jadeveon",DE,2014,ROOKIE,21,,,rookie_slot,,2018,5,0,2,1|None,2017|2018
10753,"Jones, Chandler",DE,2014,FAA,,5000,1,bid,IDP/K,2017,4,0,1,None,2017
9749,"Bennett, Michael",DE,2015,WAIVER,,1000,,,,2015,1,0,0,,
6510,"Peppers, Julius",DE,2015,WAIVER,,1000,,,,2016,2,0,0,,
10292,"Jordan, Cameron",DE,2015,FAA,,1000,9,bid,IDP/K,2015,1,0,0,,
9825,"Dunlap, Carlos",DE,2015,FAA,,5000,1,bid,IDP/K,2015,1,0,0,,
9847,"Hardy, Greg",DE,2015,FAA,,1000,9,bid,IDP/K,2015,1,0,0,,
9853,"Hughes, Jerry",DE,2015,FAA,,3000,6,bid,IDP/K,2015,1,0,0,,
11707,"Tuitt, Stephon",DE,2015,WAIVER,,1000,,,,2017,3,0,0,,
9041,"Avril, Cliff",DE,2015,WAIVER,,1000,,,,2015,1,0,0,,
8242,"Williams, Mario",DE,2015,FAA,,5000,1,bid,IDP/K,2015,1,0,0,,
12215,"Gregory, Randy",DE,2015,ROOKIE,59,,,rookie_slot,,2017,3,0,0,,
10335,"Casey, Jurrell",DE,2015,WAIVER,,1000,,,,2015,1,0,0,,
9833,"Pierre-Paul, Jason",DE,2015,FAA,,2000,8,bid,IDP/K,2015,1,0,0,,
10754,"Mercilus, Whitney",DE,2015,WAIVER,,4000,,,,2015,1,0,0,,
12217,"Fowler, Dante",DE,2015,ROOKIE,58,,,rookie_slot,,2015,1,0,0,,
9828,"Griffen, Everson",DE,2015,FAA,,5000,1,bid,IDP/K,2015,1,0,0,,
10766,"Irvin, Bruce",DE,2015,WAIVER,,1000,,,,2017,3,0,0,,
9051,"Campbell, Calais",DE,2015,FAA,,4000,4,bid,IDP/K,2015,1,0,0,,
9425,"Wake, Cameron",DE,2015,FAA,,3000,6,bid,IDP/K,2015,1,0,0,,
10815,"Vernon, Olivier",DE,2015,WAIVER,,2000,,,,2015,1,0,0,,
12230,"Beasley, Vic",DE,2015,ROOKIE,50,,,rookie_slot,,2015,1,0,0,,
8376,"Ninkovich, Rob",DE,2015,FAA,,4000,4,bid,IDP/K,2015,1,0,0,,
10274,"Smith, Aldon",DE,2015,WAIVER,,1000,,,,2019,5,0,0,,
10314,"Wilkerson, Muhammad",DE,2016,FAA,,3000,4,bid,IDP/K,2016,1,0,0,,
9749,"Bennett, Michael",DE,2016,FAA,,2000,6,bid,IDP/K,2016,1,0,0,,
10806,"Wolfe, Derek",DE,2016,WAIVER,,1000,,,,2017,2,0,0,,
10292,"Jordan, Cameron",DE,2016,WAIVER,,3000,,,,2016,1,0,0,,
9825,"Dunlap, Carlos",DE,2016,FAA,,6000,2,bid,IDP/K,2016,1,0,0,,
9853,"Hughes, Jerry",DE,2016,WAIVER,,1000,,,,2017,2,0,0,,
10266,"Heyward, Cameron",DE,2016,FAA,,1000,11,bid,IDP/K,2016,1,0,0,,
9041,"Avril, Cliff",DE,2016,FAA,,1000,11,bid,IDP/K,2016,1,0,0,,
12686,"Bosa, Joey",DE,2016,ROOKIE,49,,,rookie_slot,,2021,6,0,3,1|None|1,2018|2019|2020
12756,"Ngakoue, Yannick",DE,2016,WAIVER,,1000,,,,2016,1,0,0,,
10335,"Casey, Jurrell",DE,2016,WAIVER,,1000,,,,2017,2,0,0,,
9833,"Pierre-Paul, Jason",DE,2016,FAA,,2000,6,bid,IDP/K,2016,1,0,0,,
10320,"Sheard, Jabaal",DE,2016,FAA,,2000,6,bid,IDP/K,2017,2,0,0,,
10754,"Mercilus, Whitney",DE,2016,WAIVER,,1000,,,,2016,1,0,0,,
12225,"Williams, Leonard",DE,2016,FAA,,1000,11,bid,IDP/K,2016,1,0,0,,
12217,"Fowler, Dante",DE,2016,FAA,,3000,4,bid,IDP/K,2016,1,0,0,,
9826,"Graham, Brandon",DE,2016,WAIVER,,1000,,,,2016,1,0,0,,
9828,"Griffen, Everson",DE,2016,FAA,,6000,2,bid,IDP/K,2016,1,0,0,,
10269,"Quinn, Robert",DE,2016,FAA,,7000,1,bid,IDP/K,2016,1,0,0,,
9051,"Campbell, Calais",DE,2016,FAA,,2000,6,bid,IDP/K,2017,2,0,0,,
12221,"Hunter, Danielle",DE,2016,WAIVER,,2000,,,,2016,1,0,0,,
9425,"Wake, Cameron",DE,2016,WAIVER,,2000,,,,2016,1,0,0,,
10815,"Vernon, Olivier",DE,2016,FAA,,2000,6,bid,IDP/K,2016,1,0,0,,
12230,"Beasley, Vic",DE,2016,WAIVER,,6000,,,,2016,1,0,0,,
12280,"Clark, Frank",DE,2016,WAIVER,,2000,,,,2016,1,0,0,,
12222,"Flowers, Trey",DE,2016,FAA,,1000,11,bid,IDP/K,2016,1,0,0,,
9749,"Bennett, Michael",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
10749,"Ingram, Melvin",DE,2017,FAA,,7000,3,bid,IDP/K,2017,1,0,0,,
11769,"Lawrence, Demarcus",DE,2017,WAIVER,,3000,,,,2018,2,0,2,1|None,2017|2018
6510,"Peppers, Julius",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
10292,"Jordan, Cameron",DE,2017,FAA,,2000,7,bid,IDP/K,2017,1,0,0,,
9825,"Dunlap, Carlos",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
11262,"Okafor, Alex",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
10266,"Heyward, Cameron",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
12756,"Ngakoue, Yannick",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
12953,"Lanier, Anthony",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
9833,"Pierre-Paul, Jason",DE,2017,FAA,,5000,4,bid,IDP/K,2017,1,0,0,,
13201,"Barnett, Derek",DE,2017,WAIVER,,2000,,,,2017,1,0,0,,
10754,"Mercilus, Whitney",DE,2017,WAIVER,,1000,,,,2018,2,0,0,,
12225,"Williams, Leonard",DE,2017,FAA,,2000,7,bid,IDP/K,2017,1,0,0,,
12217,"Fowler, Dante",DE,2017,WAIVER,,3000,,,,2017,1,0,0,,
9826,"Graham, Brandon",DE,2017,FAA,,1000,10,bid,IDP/K,2017,1,0,0,,
9828,"Griffen, Everson",DE,2017,FAA,,2000,7,bid,IDP/K,2017,1,0,0,,
13296,"Wise, Deatrich",DE,2017,WAIVER,,3000,,,,2017,1,0,0,,
13198,"Garrett, Myles",DE,2017,ROOKIE,23,,,rookie_slot,,2021,5,0,1,2,2020
10841,"Daniels, Mike",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
12221,"Hunter, Danielle",DE,2017,FAA,,9000,2,bid,IDP/K,2017,1,0,0,,
10280,"Kerrigan, Ryan",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
9425,"Wake, Cameron",DE,2017,FAA,,1000,10,bid,IDP/K,2017,1,0,0,,
6938,"Suggs, Terrell",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
10815,"Vernon, Olivier",DE,2017,FAA,,3000,5,bid,IDP/K,2017,1,0,0,,
10823,"Hicks, Akiem",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
13204,"Harris, Charles",DE,2017,FAA,,1000,10,bid,IDP/K,2020,4,0,0,,
10272,"Watt, J.J.",DE,2017,FAA,,16000,1,bid,IDP/K,2018,2,0,0,,
12280,"Clark, Frank",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
13199,"Thomas, Solomon",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
10554,"Addison, Mario",DE,2017,WAIVER,,1000,,,,2017,1,0,0,,
12222,"Flowers, Trey",DE,2017,FAA,,3000,5,bid,IDP/K,2018,2,0,0,,
10314,"Wilkerson, Muhammad",DE,2018,FAA,,1000,18,bid,IDP/K,2018,1,0,0,,
9749,"Bennett, Michael",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
12691,"Ogbah, Emmanuel",DE,2018,FAA,,1000,18,bid,IDP/K,2018,1,0,0,,
10806,"Wolfe, Derek",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
13746,"Green, Rasheem",DE,2018,ROOKIE,67,,,rookie_slot,,2019,2,0,0,,
10749,"Ingram, Melvin",DE,2018,FAA,,9000,2,bid,IDP/K,2018,1,0,0,,
10292,"Jordan, Cameron",DE,2018,FAA,,6000,7,bid,IDP/K,2018,1,0,0,,
9825,"Dunlap, Carlos",DE,2018,FAA,,4000,9,bid,IDP/K,2018,1,0,0,,
13695,"Bryan, Taven",DE,2018,ROOKIE,69,,,rookie_slot,,2019,2,0,0,,
9853,"Hughes, Jerry",DE,2018,WAIVER,,2000,,,,2018,1,0,0,,
11707,"Tuitt, Stephon",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
10266,"Heyward, Cameron",DE,2018,FAA,,4000,9,bid,IDP/K,2018,1,0,0,,
13682,"Key, Arden",DE,2018,FAA,,1000,18,bid,IDP/K,2023,6,0,0,,
13200,"Charlton, Taco",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
12756,"Ngakoue, Yannick",DE,2018,FAA,,4000,9,bid,IDP/K,2018,1,0,0,,
12215,"Gregory, Randy",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
13271,"Rivers, Derek",DE,2018,FAA,,1000,18,bid,IDP/K,2018,1,0,0,,
10335,"Casey, Jurrell",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
12278,"Golden, Markus",DE,2018,FAA,,1000,18,bid,IDP/K,2018,1,0,0,,
10763,"Brockers, Michael",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
13688,"Davenport, Marcus",DE,2018,ROOKIE,50,,,rookie_slot,,2019,2,0,0,,
9833,"Pierre-Paul, Jason",DE,2018,FAA,,5000,8,bid,IDP/K,2018,1,0,0,,
10320,"Sheard, Jabaal",DE,2018,WAIVER,,4000,,,,2018,1,0,0,,
12218,"Armstead, Arik",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
13201,"Barnett, Derek",DE,2018,FAA,,3000,13,bid,IDP/K,2018,1,0,0,,
12225,"Williams, Leonard",DE,2018,FAA,,1000,18,bid,IDP/K,2018,1,0,0,,
11757,"Donald, Aaron",DE,2018,ERA,,7000,5,bid,IDP/K,2018,1,0,1,0,2018
11267,"Ansah, Ezekiel",DE,2018,FAA,,7000,5,bid,IDP/K,2018,1,0,0,,
12217,"Fowler, Dante",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
9826,"Graham, Brandon",DE,2018,FAA,,2000,15,bid,IDP/K,2018,1,0,0,,
10277,"Houston, Justin",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
9828,"Griffen, Everson",DE,2018,FAA,,9000,2,bid,IDP/K,2018,1,0,0,,
13296,"Wise, Deatrich",DE,2018,FAA,,1000,18,bid,IDP/K,2018,1,0,0,,
10766,"Irvin, Bruce",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
10269,"Quinn, Robert",DE,2018,FAA,,2000,15,bid,IDP/K,2018,1,0,0,,
9051,"Campbell, Calais",DE,2018,FAA,,8000,4,bid,IDP/K,2018,1,0,0,,
12221,"Hunter, Danielle",DE,2018,FAA,,4000,9,bid,IDP/K,2020,3,0,2,1|None,2019|2020
10280,"Kerrigan, Ryan",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
9425,"Wake, Cameron",DE,2018,FAA,,1000,18,bid,IDP/K,2018,1,0,0,,
13205,"McKinley, Takkarist",DE,2018,FAA,,1000,18,bid,IDP/K,2018,1,0,0,,
6938,"Suggs, Terrell",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
10815,"Vernon, Olivier",DE,2018,WAIVER,,3000,,,,2018,1,0,0,,
12230,"Beasley, Vic",DE,2018,FAA,,3000,13,bid,IDP/K,2018,1,0,0,,
10823,"Hicks, Akiem",DE,2018,FAA,,1000,18,bid,IDP/K,2018,1,0,0,,
12280,"Clark, Frank",DE,2018,FAA,,2000,15,bid,IDP/K,2018,1,0,0,,
10753,"Jones, Chandler",DE,2018,FAA,,11000,1,bid,IDP/K,2018,1,0,0,,
10554,"Addison, Mario",DE,2018,WAIVER,,1000,,,,2018,1,0,0,,
12083,"Autry, Denico",DE,2018,WAIVER,,4000,,,,2018,1,0,0,,
11491,"Mayowa, Benson",DE,2018,WAIVER,,2000,,,,2018,1,0,0,,
9749,"Bennett, Michael",DE,2019,FAA,,1000,15,bid,IDP/K,2019,1,0,0,,
11872,"Harris, Shelby",DE,2019,WAIVER,,1000,,,,2019,1,0,0,,
12691,"Ogbah, Emmanuel",DE,2019,WAIVER,,2000,,,,2019,1,0,0,,
12687,"Lawson, Shaq",DE,2019,WAIVER,,1000,,,,2019,1,0,0,,
10806,"Wolfe, Derek",DE,2019,WAIVER,,2000,,,,2019,1,0,0,,
10749,"Ingram, Melvin",DE,2019,FAA,,3000,10,bid,IDP/K,2019,1,0,0,,
14157,"Williams, Quinnen",DE,2019,ROOKIE,47,,2,adp,IDP/K,2019,1,0,0,,
11769,"Lawrence, Demarcus",DE,2019,FAA,,6000,4,bid,IDP/K,2020,2,0,0,,
10292,"Jordan, Cameron",DE,2019,FAA,,6000,4,bid,IDP/K,2019,1,0,0,,
9825,"Dunlap, Carlos",DE,2019,WAIVER,,4000,,,,2019,1,0,0,,
9853,"Hughes, Jerry",DE,2019,WAIVER,,1000,,,,2019,1,0,0,,
11707,"Tuitt, Stephon",DE,2019,WAIVER,,1000,,,,2019,1,0,0,,
10266,"Heyward, Cameron",DE,2019,FAA,,2000,13,bid,IDP/K,2019,1,0,0,,
14167,"Allen, Josh",DE,2019,ROOKIE,41,,2,adp,IDP/K,2021,3,0,0,,
11711,"Ford, Dee",DE,2019,FAA,,2000,9,adp,IDP/K,2019,1,0,0,,
13200,"Charlton, Taco",DE,2019,WAIVER,,1000,,,,2019,1,0,0,,
14155,"Collier, L.J.",DE,2019,FAA,,1000,5,adp,IDP/K,2019,1,0,0,,
12756,"Ngakoue, Yannick",DE,2019,FAA,,1000,15,bid,IDP/K,2019,1,0,0,,
14171,"Burns, Brian",DE,2019,ROOKIE,60,,4,adp,IDP/K,2021,3,0,0,,
13684,"Hubbard, Sam",DE,2019,FAA,,4000,8,bid,IDP/K,2019,1,0,0,,
10335,"Casey, Jurrell",DE,2019,FAA,,1000,15,bid,IDP/K,2019,1,0,0,,
14176,"Winovich, Chase",DE,2019,ROOKIE,66,,6,adp,IDP/K,2019,1,0,0,,
9833,"Pierre-Paul, Jason",DE,2019,FAA,,4000,8,bid,IDP/K,2019,1,0,0,,
10320,"Sheard, Jabaal",DE,2019,WAIVER,,1000,,,,2019,1,0,0,,
12218,"Armstead, Arik",DE,2019,WAIVER,,3000,,,,2019,1,0,0,,
13201,"Barnett, Derek",DE,2019,FAA,,5000,7,bid,IDP/K,2019,1,0,0,,
10754,"Mercilus, Whitney",DE,2019,WAIVER,,3000,,,,2019,1,0,0,,
14148,"Sweat, Montez",DE,2019,ROOKIE,32,,3,adp,IDP/K,2021,3,0,0,,
11267,"Ansah, Ezekiel",DE,2019,FAA,,1000,15,bid,IDP/K,2019,1,0,0,,
12217,"Fowler, Dante",DE,2019,WAIVER,,4000,,,,2019,1,0,0,,
9826,"Graham, Brandon",DE,2019,WAIVER,,1000,,,,2019,1,0,0,,
10277,"Houston, Justin",DE,2019,FAA,,1000,7,adp,IDP/K,2019,1,0,0,,
9828,"Griffen, Everson",DE,2019,FAA,,1000,15,bid,IDP/K,2019,1,0,0,,
10766,"Irvin, Bruce",DE,2019,WAIVER,,1000,,,,2019,1,0,0,,
14147,"Bosa, Nick",DE,2019,ROOKIE,25,,1,adp,IDP/K,2023,5,0,2,2|None,2022|2023
9051,"Campbell, Calais",DE,2019,ERA,,9000,2,bid,IDP/K,2019,1,0,0,,
14151,"Ferrell, Clelin",DE,2019,ROOKIE,65,,3,adp,IDP/K,2020,2,0,0,,
11412,"Williams, Nick",DE,2019,WAIVER,,1000,,,,2019,1,0,0,,
14225,"Crosby, Maxx",DE,2019,WAIVER,,1000,,,,2019,1,0,0,,
6938,"Suggs, Terrell",DE,2019,WAIVER,,1000,,,,2019,1,0,0,,
10815,"Vernon, Olivier",DE,2019,WAIVER,,1000,,,,2019,1,0,0,,
10823,"Hicks, Akiem",DE,2019,FAA,,3000,10,bid,IDP/K,2019,1,0,0,,
13741,"Thomas, Chad",DE,2019,WAIVER,,4000,,,,2019,1,0,0,,
13742,"Hill, B.J.",DE,2019,FAA,,1000,15,bid,IDP/K,2019,1,0,0,,
10272,"Watt, J.J.",DE,2019,ERA,,17000,1,bid,IDP/K,2019,1,0,0,,
12280,"Clark, Frank",DE,2019,FAA,,6000,4,bid,IDP/K,2020,2,0,0,,
11706,"Clowney, Jadeveon",DE,2019,FAA,,7000,3,bid,IDP/K,2019,1,0,0,,
10554,"Addison, Mario",DE,2019,WAIVER,,2000,,,,2019,1,0,0,,
12083,"Autry, Denico",DE,2019,WAIVER,,1000,,,,2019,1,0,0,,
12222,"Flowers, Trey",DE,2019,FAA,,3000,10,bid,IDP/K,2020,2,0,0,,
14960,"Robinson, Alton",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
11872,"Harris, Shelby",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
12691,"Ogbah, Emmanuel",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
12687,"Lawson, Shaq",DE,2020,FAA,,1000,10,bid,IDP/K,2020,1,0,0,,
10749,"Ingram, Melvin",DE,2020,FAA,,3000,5,bid,IDP/K,2020,1,0,0,,
14157,"Williams, Quinnen",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
14888,"Chaisson, K'Lavon",DE,2020,ROOKIE,41,,3,adp,IDP/K,2021,2,0,0,,
10292,"Jordan, Cameron",DE,2020,FAA,,5000,1,bid,IDP/K,2020,1,0,0,,
9825,"Dunlap, Carlos",DE,2020,FAA,,1000,10,bid,IDP/K,2020,1,0,0,,
12948,"Okwara, Romeo",DE,2020,WAIVER,,2000,,,,2020,1,0,0,,
9853,"Hughes, Jerry",DE,2020,WAIVER,,2000,,,,2020,1,0,0,,
11707,"Tuitt, Stephon",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
13343,"Odenigbo, Ifeadi",DE,2020,FAA,,1000,10,bid,IDP/K,2020,1,0,0,,
10266,"Heyward, Cameron",DE,2020,WAIVER,,4000,,,,2020,1,0,0,,
11711,"Ford, Dee",DE,2020,FAA,,1000,10,bid,IDP/K,2020,1,0,0,,
12756,"Ngakoue, Yannick",DE,2020,FAA,,2000,7,bid,IDP/K,2021,2,0,0,,
13684,"Hubbard, Sam",DE,2020,FAA,,3000,5,bid,IDP/K,2020,1,0,0,,
12987,"Hyder, Kerry",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
10335,"Casey, Jurrell",DE,2020,FAA,,1000,10,bid,IDP/K,2020,1,0,0,,
14176,"Winovich, Chase",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
14878,"Gross-Matos, Yetur",DE,2020,ROOKIE,67,,2,adp,IDP/K,2022,3,0,0,,
13688,"Davenport, Marcus",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
9833,"Pierre-Paul, Jason",DE,2020,WAIVER,,4000,,,,2020,1,0,0,,
13284,"Hendrickson, Trey",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
14879,"Epenesa, A.J.",DE,2020,ROOKIE,59,,4,adp,IDP/K,2020,1,0,0,,
12218,"Armstead, Arik",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
13690,"Sweat, Josh",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
13201,"Barnett, Derek",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
14877,"Young, Chase",DE,2020,ROOKIE,15,,1,adp,IDP/K,2021,2,0,0,,
12225,"Williams, Leonard",DE,2020,WAIVER,,2000,,,,2020,1,0,0,,
12217,"Fowler, Dante",DE,2020,FAA,,2000,7,bid,IDP/K,2020,1,0,0,,
9826,"Graham, Brandon",DE,2020,WAIVER,,2000,,,,2020,1,0,0,,
10277,"Houston, Justin",DE,2020,FAA,,1000,10,bid,IDP/K,2020,1,0,0,,
9828,"Griffen, Everson",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
9051,"Campbell, Calais",DE,2020,FAA,,5000,1,bid,IDP/K,2020,1,0,0,,
14225,"Crosby, Maxx",DE,2020,FAA,,5000,1,bid,IDP/K,2020,1,0,0,,
10280,"Kerrigan, Ryan",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
9875,"Alualu, Tyson",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
13205,"McKinley, Takkarist",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
10815,"Vernon, Olivier",DE,2020,WAIVER,,4000,,,,2020,1,0,0,,
10823,"Hicks, Akiem",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
13202,"Lawson, Carl",DE,2020,WAIVER,,3000,,,,2020,1,0,0,,
10272,"Watt, J.J.",DE,2020,FAA,,4000,4,bid,IDP/K,2021,2,0,0,,
11706,"Clowney, Jadeveon",DE,2020,WAIVER,,1000,,,,2021,2,0,1,None,2020
10274,"Smith, Aldon",DE,2020,FAA,,2000,7,bid,IDP/K,2020,1,0,0,,
10554,"Addison, Mario",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
12083,"Autry, Denico",DE,2020,WAIVER,,1000,,,,2020,1,0,0,,
11872,"Harris, Shelby",DE,2021,WAIVER,,1000,,,,2021,1,0,0,,
