pid,name,pos,owner,status,cy,cl,salary,tcv,canon_aav,extended,rem_cash,dyn_raw,ep,entry_type,tier,cohort,coh_n,elapsed,exp_ext_years,E_total_years,ext_ann_cost,cur_ultimate,reb_ultimate,delta,opt_band
16649,Theo Johnson,TE,The Long Haulers,Rookie-Draft,1,3,5000,15000.0,5000,False,5,7,6,FAA,T4,TE T4,162,2,1.03,2.03,15000,8.0,8.0,0.0,0.0
16432,Emanuel Wilson,RB,Blake Bombers,Vet-ERA,1,1,2000,2000.0,2000,False,2,6,4,WAIVER,,RB pooled,687,3,1.14,2.14,12000,8.0,8.0,0.0,0.0
16384,Tyson Bagent,QB,Sex Manther,Vet-MYM,1,2,1000,2000.0,1000,False,1,4,4,WAIVER,T4,QB T4,71,1,0.89,1.89,11000,7.0,7.0,0.0,0.0
16166,Sean Tucker,RB,Sex Manther,Vet-ERA,1,1,4000,4000.0,4000,False,4,7,4,ROOKIE,T4,rookie RB T4,85,3,1.4,2.4,14000,7.0,7.0,0.0,0.0
16171,Kendre Miller,RB,Real Deal Creel,Vet-ERA,1,1,1000,1000.0,1000,False,1,5,3,ROOKIE,T4,rookie RB T4,85,3,1.4,2.4,11000,7.0,7.0,0.0,0.0
15757,Wan'Dale Robinson,WR,Cleon Ca$h,Vet-Ext1,1,2,22000,34000.0,22000.0,True,22,15,14,ROOKIE,T4,rookie WR T4,84,4,1.43,2.43,32000,12.0,7.0,-5.0,0.0
15702,Tanner McKee,QB,Sex Manther,Vet-WW,2,3,1000,3000.0,1000,False,1|1,3,3,WAIVER,T4,QB T4,71,1,4.0,6.0,11000,6.7,6.7,0.0,0.0
17048,Kaleb Johnson,RB,Hawks,Rookie-Draft,2,3,6000,18000.0,6000,False,6|6,9,5,ROOKIE,T3,rookie RB T3,34,1,1.81,3.81,16000,6.6,6.6,0.0,0.0
16586,Spencer Rattler,QB,CBP,Rookie-Draft,1,3,2000,6000.0,2000,False,2,4,4,ROOKIE,T3,rookie QB T3,13,2,4.0,5.0,12000,6.0,6.0,0.0,0.0
16594,Trey Benson,RB,Real Deal Creel,Rookie-Draft,1,3,6000,18000.0,6000,False,6,8,4,ROOKIE,T3,rookie RB T3,34,2,1.81,2.81,16000,6.0,6.0,0.0,0.0
15293,Rashod Bateman,WR,HammerTime 🔨 ⏰,Vet-FAA,2,3,5000,15000.0,5000,False,5|5,6,5,FAA,T4,WR T4,294,1,1.24,3.24,15000,5.7,5.7,0.0,0.0
17254,Konata Mumpfield,WR,The Long Haulers,Rookie-MYM,2,3,1000,3000.0,1000,False,1|1,0,4,WAIVER,,WR pooled,743,1,1.38,3.38,11000,5.4,5.4,0.0,0.0
16149,Will Levis,QB,The Long Haulers,Vet-ERA,3,3,1000,3000.0,1000,False,1|1|1,0,3,ROOKIE,T2,rookie QB top-tier(T1-3 pooled),44,3,2.78,5.78,11000,5.1,5.1,0.0,0.0
14867,Cole Kmet,TE,CBP,Vet-FAA-FL,1,3,6000,27000.0,9000,False,6,6,5,FAA,T4,TE T4,162,2,1.03,2.03,19000,2.0,5.0,3.0,0.0
11247,Zach Ertz,TE,Pure Greatness,Vet-MYM,1,2,1000,2000.0,1000,False,1,2,3,FAA,T4,TE T4,162,1,1.06,2.06,11000,4.0,4.0,0.0,0.0
16630,Isaiah Williams,WR,L.A. Looks,Vet-MYM,1,2,1000,2000.0,1000,False,1,0,4,WAIVER,,WR pooled,743,1,1.29,2.29,11000,3.0,3.0,0.0,0.0
17076,Isaiah Bond,WR,L.A. Looks,Vet-WW-BL,2,3,5000,24000.0,8000,False,5|8,6,5,WAIVER,T4,WR T4,294,1,1.24,3.24,18000,-0.0,3.0,3.0,0.0
17269,Efton Chism III,WR,Cleon Ca$h,Rookie-MYM,1,2,1000,2000.0,1000,False,1,0,4,FAA,T4,WR T4,294,1,1.28,2.28,11000,3.0,3.0,0.0,0.0
12610,Carson Wentz,QB,L.A. Looks,Vet-MYM,1,2,1000,2000.0,1000,False,1,0,3,WAIVER,T4,QB T4,71,1,0.89,1.89,11000,2.0,2.0,0.0,0.0
11150,Geno Smith,QB,HammerTime 🔨 ⏰,Vet-FAA-BL,2,3,1000,45000.0,15000,False,1|35,10,12,FAA,T4,QB T4,71,1,4.0,6.0,25000,3.9,-0.1,-4.0,0.0
13806,DeShon Elliott,S,L.A. Looks,Vet-MYM,1,2,1000,2000.0,1000,False,1,,,FAA,IDP/K,global fallback,0,1,1.0,2.0,4000,-1.0,-1.0,0.0,0.0
16653,Jared Verse,DE,CBP,Rookie-Draft,1,3,1000,3000.0,1000,False,1,,,ROOKIE,IDP/K,global fallback,0,2,1.15,2.15,4000,-1.0,-1.0,0.0,0.0
16716,Payton Wilson,LB,Gride,Rookie-Draft,1,3,1000,3000.0,1000,False,1,,,ROOKIE,IDP/K,global fallback,0,2,1.15,2.15,4000,-1.0,-1.0,0.0,0.0
13193,Jonnu Smith,TE,HammerTime 🔨 ⏰,Vet-FAA,2,3,6000,18000.0,6000,False,6|6,3,4,FAA,T4,TE T4,162,1,1.03,3.03,16000,-1.0,-1.0,0.0,0.0
16667,Cedric Gray,LB,HammerTime 🔨 ⏰,Rookie-Draft,1,3,1000,3000.0,1000,False,1,,,ROOKIE,IDP/K,global fallback,0,2,1.15,2.15,4000,-1.0,-1.0,0.0,0.0
15418,Camryn Bynum,S,The Long Haulers,Vet-MYM,1,3,1000,3000.0,1000,False,1,,,FAA,IDP/K,global fallback,0,2,1.15,2.15,4000,-1.0,-1.0,0.0,0.0
14179,Julian Love,S,Sex Manther,Vet-MYM,1,2,1000,2000.0,1000,False,1,,,FAA,IDP/K,global fallback,0,1,1.0,2.0,4000,-1.0,-1.0,0.0,0.0
16252,Will McDonald,DE,Real Deal Creel,Vet-ERA,1,1,1000,1000.0,1000,False,1,,,ROOKIE,IDP/K,global fallback,0,3,1.5,2.5,4000,-1.0,-1.0,0.0,0.0
16724,Tory Taylor,PN,C-Town Chivalry,Rookie-Draft,1,3,1000,3000.0,1000,False,1,,,ROOKIE,,global fallback,0,2,1.15,2.15,4000,-1.0,-1.0,0.0,0.0
14908,Xavier McKinney,S,C-Town Chivalry,Vet-FAA,1,3,1000,3000.0,1000,False,1,,,FAA,IDP/K,global fallback,0,2,1.15,2.15,4000,-1.0,-1.0,0.0,0.0
15923,Quentin Lake,S,C-Town Chivalry,Vet-MYM,1,3,1000,3000.0,1000,False,1,,,WAIVER,,global fallback,0,2,1.15,2.15,4000,-1.0,-1.0,0.0,0.0
16223,Will Anderson,DE,Blake Bombers,Vet-MYM,1,3,1000,3000.0,1000,False,1,,,WAIVER,,global fallback,0,2,1.15,2.15,4000,-1.0,-1.0,0.0,0.0
15846,Quay Walker,LB,Blake Bombers,Vet-MYM,1,2,1000,2000.0,1000,False,1,,,FAA,IDP/K,global fallback,0,1,1.0,2.0,4000,-1.0,-1.0,0.0,0.0
13696,Roquan Smith,LB,Cleon Ca$h,Vet-FAA-FL,1,3,1000,12000.0,4000,False,1,,,FAA,IDP/K,global fallback,0,2,1.15,2.15,7000,-4.0,-1.0,3.0,0.0
15815,Travon Walker,DE,Cleon Ca$h,Vet-MYM,1,3,1000,3000.0,1000,False,1,,,WAIVER,,global fallback,0,2,1.15,2.15,4000,-1.0,-1.0,0.0,0.0
16652,Bralen Trice,DE,Cleon Ca$h,Rookie-Draft,1,3,1000,3000.0,1000,False,1,,,ROOKIE,,global fallback,0,2,1.15,2.15,4000,-1.0,-1.0,0.0,0.0
15868,Marcus Jones,CB,Hawks,Vet-MYM,1,3,1000,3000.0,1000,False,1,,,WAIVER,,global fallback,0,2,1.15,2.15,4000,-1.0,-1.0,0.0,0.0
16677,Javon Bullard,S,Hawks,Rookie-Draft,1,3,1000,3000.0,1000,False,1,,,ROOKIE,IDP/K,global fallback,0,2,1.15,2.15,4000,-1.0,-1.0,0.0,0.0
15351,Jeremiah Owusu-Koramoah,LB,Hawks,Vet-FAA,1,3,1000,3000.0,1000,False,1,,,FAA,IDP/K,global fallback,0,2,1.15,2.15,4000,-1.0,-1.0,0.0,0.0
17144,Nick Emmanwori,S,L.A. Looks,Rookie-Draft,2,3,1000,3000.0,1000,False,1|1,,,ROOKIE,IDP/K,global fallback,0,1,1.15,3.15,4000,-1.9,-1.9,0.0,0.0
17147,Carson Schwesinger,LB,Sex Manther,Rookie-Draft,2,3,1000,3000.0,1000,False,1|1,,,ROOKIE,IDP/K,global fallback,0,1,1.15,3.15,4000,-1.9,-1.9,0.0,0.0
15808,George Karlaftis,DE,Real Deal Creel,Vet-FAA,2,3,1000,3000.0,1000,False,1|1,,,ERA,IDP/K,global fallback,0,1,1.15,3.15,4000,-1.9,-1.9,0.0,0.0
17115,James Pearce,DE,Real Deal Creel,Rookie-Draft,2,3,1000,3000.0,1000,False,1|1,,,ROOKIE,IDP/K,global fallback,0,1,1.15,3.15,4000,-1.9,-1.9,0.0,0.0
17131,Xavier Watts,S,Blake Bombers,Rookie-MYM,2,3,1000,3000.0,1000,False,1|1,,,WAIVER,IDP/K,global fallback,0,1,1.15,3.15,4000,-1.9,-1.9,0.0,0.0
16414,Brandon Aubrey,PK,L.A. Looks,Vet-FAA,1,2,2000,4000.0,2000,False,2,,,FAA,IDP/K,global fallback,0,1,1.0,2.0,5000,-2.0,-2.0,0.0,0.0
14860,Jauan Jennings,WR,L.A. Looks,Vet-Ext1,1,2,21000,32000.0,21000.0,True,21,10,9,FAA,T3,WR T3,309,2,1.88,2.88,31000,3.0,-2.0,-5.0,0.0
16651,Laiatu Latu,DE,L.A. Looks,Rookie-Draft,1,3,2000,6000.0,2000,False,2,,,ROOKIE,IDP/K,global fallback,0,2,1.15,2.15,5000,-2.0,-2.0,0.0,0.0
16280,Daiyan Henley,LB,Blake Bombers,Vet-FAA,1,2,2000,4000.0,2000,False,2,,,FAA,IDP/K,global fallback,0,1,1.0,2.0,5000,-2.0,-2.0,0.0,0.0
16655,Chop Robinson,DE,Hawks,Rookie-Draft,1,3,2000,6000.0,2000,False,2,,,ROOKIE,IDP/K,global fallback,0,2,1.15,2.15,5000,-2.0,-2.0,0.0,0.0
16175,Roschon Johnson,RB,The Long Haulers,Vet-FAA,2,3,4000,12000.0,4000,False,4|4,0,3,FAA,T4,RB T4,336,1,1.12,3.12,14000,-2.2,-2.2,0.0,0.0
17668,17668,,Gride,Rookie-Draft,3,3,1000,3000.0,1000,False,1|1|1,,,ROOKIE,,global fallback,0,1,1.5,4.5,4000,-2.7,-2.7,0.0,0.0
17553,17553,,The Long Haulers,Rookie-Draft,3,3,1000,3000.0,1000,False,1|1|1,,,ROOKIE,,global fallback,0,1,1.5,4.5,4000,-2.7,-2.7,0.0,0.0
17601,17601,,Sex Manther,Rookie-Draft,3,3,1000,3000.0,1000,False,1|1|1,,,ROOKIE,,global fallback,0,1,1.5,4.5,4000,-2.7,-2.7,0.0,0.0
17571,17571,,C-Town Chivalry,Rookie-Draft,3,3,1000,3000.0,1000,False,1|1|1,,,ROOKIE,,global fallback,0,1,1.5,4.5,4000,-2.7,-2.7,0.0,0.0
17584,17584,,Cleon Ca$h,Rookie-Draft,3,3,1000,3000.0,1000,False,1|1|1,,,ROOKIE,,global fallback,0,1,1.5,4.5,4000,-2.7,-2.7,0.0,0.0
17562,17562,,Hawks,Rookie-Draft,3,3,1000,3000.0,1000,False,1|1|1,,,ROOKIE,,global fallback,0,1,1.5,4.5,4000,-2.7,-2.7,0.0,0.0
16239,Jack Campbell,LB,HammerTime 🔨 ⏰,Vet-MYM,1,3,3000,9000.0,3000,False,3,,,WAIVER,,global fallback,0,2,1.15,2.15,6000,-3.0,-3.0,0.0,0.0
16241,Devon Witherspoon,CB,The Long Haulers,Tag,1,1,3000,3000.0,3000,False,3,,,ROOKIE,IDP/K,global fallback,0,3,1.5,2.5,6000,-3.0,-3.0,0.0,0.0
13284,Trey Hendrickson,DE,Blake Bombers,Vet-FAA,1,2,3000,6000.0,3000,False,3,,,FAA,IDP/K,global fallback,0,1,1.0,2.0,6000,-3.0,-3.0,0.0,0.0
17132,Malaki Starks,S,Cleon Ca$h,Rookie-Draft,2,3,2000,6000.0,2000,False,2|2,,,ROOKIE,IDP/K,global fallback,0,1,1.15,3.15,5000,-3.8,-3.8,0.0,0.0
17112,Abdul Carter,DE,Hawks,Rookie-Draft,2,3,2000,6000.0,2000,False,2|2,,,ROOKIE,IDP/K,global fallback,0,1,1.15,3.15,5000,-3.8,-3.8,0.0,0.0
15001,Kamren Curl,S,L.A. Looks,Tag,1,1,4000,4000.0,4000,False,4,,,WAIVER,,global fallback,0,1,1.0,2.0,7000,-4.0,-4.0,0.0,0.0
16708,Tykee Smith,S,Pure Greatness,Vet-Ext1,1,2,4000,5000.0,4000.0,True,4,,,WAIVER,,global fallback,0,1,1.0,2.0,7000,-2.5,-4.0,-1.5,0.0
16245,Jordan Battle,S,The Long Haulers,Vet-ERA,1,1,4000,4000.0,4000,False,4,,,ROOKIE,IDP/K,global fallback,0,3,1.5,2.5,7000,-4.0,-4.0,0.0,0.0
16266,Tuli Tuipulotu,DE,Sex Manther,Vet-MYM,1,3,4000,12000.0,4000,False,4,,,WAIVER,,global fallback,0,2,1.15,2.15,7000,-4.0,-4.0,0.0,0.0
16244,Brian Branch,S,C-Town Chivalry,Vet-ERA,1,1,4000,4000.0,4000,False,4,,,ROOKIE,IDP/K,global fallback,0,3,1.5,2.5,7000,-4.0,-4.0,0.0,0.0
14105,Hollywood Brown,WR,Hawks,Vet-FAA,1,3,8000,24000.0,8000,False,8,0,4,FAA,T4,WR T4,294,2,1.24,2.24,18000,-4.0,-4.0,0.0,0.0
13743,Fred Warner,LB,Hawks,Vet-FAA,1,3,4000,12000.0,4000,False,4,,,FAA,IDP/K,global fallback,0,2,1.15,2.15,7000,-4.0,-4.0,0.0,0.0
14147,Nick Bosa,DE,Pure Greatness,Vet-FAA,1,3,5000,15000.0,5000,False,5,,,FAA,IDP/K,global fallback,0,2,1.15,2.15,8000,-5.0,-5.0,0.0,0.0
14085,Tony Pollard,RB,C-Town Chivalry,Vet-Ext1,1,2,27000,54000.0,27000.0,True,27,12,10,FAA,T3,RB T3,272,2,1.18,2.18,37000,-5.0,-5.0,0.0,0.0
17519,17519,,L.A. Looks,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
17551,17551,,L.A. Looks,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
16148,Bryce Young,QB,Gride,Vet-Ext2,2,2,33000,66000.0,33000.0,True,33|33,20,20,ROOKIE,T2,rookie QB top-tier(T1-3 pooled),44,3,2.56,4.56,43000,-5.4,-5.4,0.0,0.0
17509,17509,,Gride,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
17560,17560,,Gride,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
17548,17548,,Gride,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
17550,17550,,Sex Manther,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
17586,17586,,Sex Manther,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
17576,17576,,Sex Manther,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
17563,17563,,C-Town Chivalry,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
17685,17685,,Blake Bombers,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
17556,17556,,Cleon Ca$h,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
17507,17507,,Cleon Ca$h,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
17657,17657,,Cleon Ca$h,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
17486,17486,,Cleon Ca$h,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
17558,17558,,Hawks,Rookie-Draft,3,3,2000,6000.0,2000,False,2|2|2,,,ROOKIE,,global fallback,0,1,1.5,4.5,5000,-5.4,-5.4,0.0,0.0
14842,Michael Pittman Jr.,WR,Gride,Vet-Ext2,1,3,45000,115000.0,45000.0,True,45,20,18,ROOKIE,T4,rookie WR T4,84,6,4.0,5.0,55000,-0.3,-7.0,-6.7,0.0
15972,Jordan Mason,RB,The Long Haulers,Vet-Ext2-FL,2,3,14000,52000.0,14000.0,True,14|17,10,6,FAA,T4,RB T4,336,2,1.29,3.29,24000,-12.2,-8.8,3.3,0.0
15761,Khalil Shakir,WR,Cleon Ca$h,Vet-ERA-BL,2,3,25000,57000.0,19000,False,25|18,12,11,ERA,T4,WR T4,294,1,1.24,3.24,29000,-3.9,-9.0,-5.1,0.0
13192,David Njoku,TE,Gride,Vet-FAA,1,2,27000,54000.0,27000,False,27,9,8,FAA,T4,TE T4,162,1,1.06,2.06,37000,-10.0,-10.0,0.0,0.0
13198,Myles Garrett,DE,Pure Greatness,Tag,1,1,10000,10000.0,10000,False,10,,,FAA,IDP/K,global fallback,0,2,1.15,2.15,13000,-10.0,-10.0,0.0,0.0
16213,Dalton Kincaid,TE,Hawks,Vet-Ext2,2,3,29000,67000.0,29000.0,True,29|29,16,14,ROOKIE,T3,rookie TE T3,23,3,1.0,3.0,39000,-0.6,-13.3,-12.7,0.0
17544,17544,,CBP,Rookie-Draft,3,3,5000,15000.0,5000,False,5|5|5,,,ROOKIE,,global fallback,0,1,1.5,4.5,8000,-13.6,-13.6,0.0,0.0
17512,17512,,Gride,Rookie-Draft,3,3,5000,15000.0,5000,False,5|5|5,,,ROOKIE,,global fallback,0,1,1.5,4.5,8000,-13.6,-13.6,0.0,0.0
17476,17476,,Cleon Ca$h,Rookie-Draft,3,3,5000,15000.0,5000,False,5|5|5,,,ROOKIE,,global fallback,0,1,1.5,4.5,8000,-13.6,-13.6,0.0,0.0
17500,17500,,Blake Bombers,Rookie-Draft,3,3,6000,18000.0,6000,False,6|6|6,,,ROOKIE,,global fallback,0,1,1.5,4.5,9000,-16.3,-16.3,0.0,0.0
17502,17502,,Real Deal Creel,Rookie-Draft,3,3,7000,21000.0,7000,False,7|7|7,,,ROOKIE,,global fallback,0,1,1.5,4.5,10000,-19.0,-19.0,0.0,0.0
17543,17543,,CBP,Rookie-Draft,3,3,8000,24000.0,8000,False,8|8|8,,,ROOKIE,,global fallback,0,1,1.5,4.5,11000,-21.7,-21.7,0.0,0.0
17501,17501,,Real Deal Creel,Rookie-Draft,3,3,9000,27000.0,9000,False,9|9|9,,,ROOKIE,,global fallback,0,1,1.5,4.5,12000,-24.4,-24.4,0.0,0.0
17499,17499,,Hawks,Rookie-Draft,3,3,10000,30000.0,10000,False,10|10|10,,,ROOKIE,,global fallback,0,1,1.5,4.5,13000,-27.1,-27.1,0.0,0.0
17498,17498,,Gride,Rookie-Draft,3,3,11000,33000.0,11000,False,11|11|11,,,ROOKIE,,global fallback,0,1,1.5,4.5,14000,-29.8,-29.8,0.0,0.0
17473,17473,,Gride,Rookie-Draft,3,3,12000,36000.0,12000,False,12|12|12,,,ROOKIE,,global fallback,0,1,1.5,4.5,15000,-32.5,-32.5,0.0,0.0
17462,17462,,The Long Haulers,Rookie-Draft,3,3,13000,39000.0,13000,False,13|13|13,,,ROOKIE,,global fallback,0,1,1.5,4.5,16000,-35.2,-35.2,0.0,0.0
17497,17497,,Hawks,Rookie-Draft,3,3,14000,42000.0,14000,False,14|14|14,,,ROOKIE,,global fallback,0,1,1.5,4.5,17000,-37.9,-37.9,0.0,0.0
17472,17472,,Cleon Ca$h,Rookie-Draft,3,3,15000,45000.0,15000,False,15|15|15,,,ROOKIE,,global fallback,0,1,1.5,4.5,18000,-40.6,-40.6,0.0,0.0
12801,Tyreek Hill,WR,Sex Manther,Vet-FAA,1,2,62000,142000.0,71000,False,62,8,7,FAA,T1,WR T1,61,2,0.62,1.62,81000,-56.0,-47.0,9.0,0.0
13299,George Kittle,TE,Blake Bombers,Vet-FAA,1,2,29000,58000.0,29000,False,29,15,14,FAA,T2,TE T2,33,1,1.6,2.6,39000,0.0,0.0,0.0,0.0
