season,pick_label,pick_overall,draft_round,round_segment,tier,player_id,player_name,position,offense_defense,rookie_salary_y1,event,event_season,event_year_offset,event_dollar_value,resolving_franchise_id,notes,generated_at_utc
2023,2.04,16,2,Early,early_2nd,16197,"Mingo, Jonathan",WR,OFFENSE,5000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,2.05,17,2,Middle,mid_2nd,16165,"Spears, Tyjae",RB,OFFENSE,5000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,2.06,18,2,Middle,mid_2nd,16194,"Rice, Rashee",WR,OFFENSE,5000,extension,2025,2,5000,0006,extension_inferred,2026-04-30T16:14:22+00:00
2023,2.07,19,2,Middle,mid_2nd,16175,"Johnson, Roschon",RB,OFFENSE,5000,fa_auction,2025,2,4000,0006,fa_auction,2026-04-30T16:14:22+00:00
2023,2.08,20,2,Middle,mid_2nd,16189,"Mims, Marvin",WR,OFFENSE,5000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,2.09,21,2,Late,late_2nd,16214,"LaPorta, Sam",TE,OFFENSE,5000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,2.10,22,2,Late,late_2nd,16164,"Bigsby, Tank",RB,OFFENSE,5000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,2.11,23,2,Late,late_2nd,16179,"McBride, DeWayne",RB,OFFENSE,5000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,2.12,24,2,Late,late_2nd,16151,"Hooker, Hendon",QB,OFFENSE,5000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,3.01,25,3,Early,early_3rd,16212,"Mayer, Michael",TE,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,3.02,26,3,Early,early_3rd,16187,"Downs, Josh",WR,OFFENSE,2000,extension,2025,2,2000,0003,extension_inferred,2026-04-30T16:14:22+00:00
2023,3.03,27,3,Early,early_3rd,16181,"Brown, Chase",RB,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,3.04,28,3,Early,early_3rd,16180,"Hull, Evan",RB,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,3.05,29,3,Middle,mid_3rd,16163,"Evans, Zach",RB,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,3.06,30,3,Middle,mid_3rd,16153,"Bennett, Stetson",QB,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,3.07,31,3,Middle,mid_3rd,16204,"Dell, Tank",WR,OFFENSE,2000,extension,2025,2,1000,0007,extension_inferred,2026-04-30T16:14:22+00:00
2023,3.08,32,3,Middle,mid_3rd,16221,"Schoonmaker, Luke",TE,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,3.09,33,3,Late,late_3rd,16176,"Vaughn, Deuce",RB,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,3.10,34,3,Late,late_3rd,16183,"Hyatt, Jalin",WR,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,3.11,35,3,Late,late_3rd,16215,"Musgrave, Luke",TE,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,3.12,36,3,Late,late_3rd,16206,"Wilson, Michael",WR,OFFENSE,2000,extension,2025,2,5000,0010,extension_inferred,2026-04-30T16:14:22+00:00
2023,4.01,37,4,Early,4th_plus,16173,"Gray, Eric",RB,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,4.02,38,4,Early,4th_plus,16191,"Tillman, Cedric",WR,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,4.03,39,4,Early,4th_plus,16203,"Jones, Charlie",WR,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,4.04,40,4,Early,4th_plus,16193,"Boutte, Kayshon",WR,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,4.05,41,4,Middle,4th_plus,16216,"Washington, Darnell",TE,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,4.06,42,4,Middle,4th_plus,16223,"Anderson, Will",DE,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,4.07,43,4,Middle,4th_plus,16168,"Abanikanda, Israel",RB,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,4.08,44,4,Middle,4th_plus,16205,"Scott, Tyler",WR,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,4.09,45,4,Late,4th_plus,16233,"Carter, Jalen",DT,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,4.10,46,4,Late,4th_plus,16241,"Witherspoon, Devon",CB,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,4.11,47,4,Late,4th_plus,16224,"Murphy, Myles",DE,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,4.12,48,4,Late,4th_plus,16230,"Van Ness, Lukas",DE,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,5.01,49,5,Early,4th_plus,16222,"Kraft, Tucker",TE,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,5.02,50,5,Early,4th_plus,16201,"Hutchinson, Xavier",WR,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,5.03,51,5,Early,4th_plus,16211,"Nacua, Puka",WR,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,5.04,52,5,Early,4th_plus,16196,"Perry, A.T.",WR,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,5.05,53,5,Middle,4th_plus,16239,"Campbell, Jack",LB,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,5.06,54,5,Middle,4th_plus,16231,"Sanders, Drew",LB,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,5.07,55,5,Middle,4th_plus,16257,"Anudike-Uzomah, Felix",DE,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,5.08,56,5,Middle,4th_plus,16249,"Kuntz, Zack",TE,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,5.09,57,5,Late,4th_plus,16174,"Rodriguez, Chris",RB,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,5.10,58,5,Late,4th_plus,16156,"Haener, Jake",QB,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,5.11,59,5,Late,4th_plus,16166,"Tucker, Sean",RB,OFFENSE,2000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,5.12,60,5,Late,4th_plus,16228,"Smith, Nolan",DE,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,6.01,61,6,Early,4th_plus,16226,"Wilson, Tyree",DE,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,6.02,62,6,Early,4th_plus,16244,"Branch, Brian",S,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,6.03,63,6,Early,4th_plus,16252,"McDonald, Will",DE,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,6.04,64,6,Early,4th_plus,16271,"Brown, Sydney",S,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,6.05,65,6,Middle,4th_plus,16280,"Henley, Daiyan",LB,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,6.06,66,6,Middle,4th_plus,16245,"Battle, Jordan",S,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,6.07,67,6,Middle,4th_plus,16286,"Moody, Jake",PK,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,6.08,68,6,Middle,4th_plus,16234,"Simpson, Trenton",LB,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,6.09,69,6,Late,4th_plus,16330,"Baringer, Bryce",PN,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,6.10,70,6,Late,4th_plus,16284,"Williams, Dorian",LB,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,6.11,71,6,Late,4th_plus,16263,"Martin, Jartavius",S,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,6.12,72,6,Late,4th_plus,16251,"Gonzalez, Christian",CB,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,1.01,1,1,Early,early_1st,15708,"Hall, Breece",RB,OFFENSE,15000,extension,2025,3,35000,0008,extension_inferred,2026-04-30T16:14:22+00:00
2022,1.02,2,1,Early,early_1st,15753,"Wilson, Garrett",WR,OFFENSE,14000,extension,2025,3,34000,0002,extension_inferred,2026-04-30T16:14:22+00:00
2022,1.03,3,1,Early,early_1st,15751,"London, Drake",WR,OFFENSE,13000,extension,2024,2,13000,0004,extension_inferred,2026-04-30T16:14:22+00:00
2022,1.04,4,1,Early,early_1st,15711,"Walker III, Kenneth",RB,OFFENSE,12000,extension,2024,2,12000,0004,extension_inferred,2026-04-30T16:14:22+00:00
2022,1.05,5,1,Middle,mid_1st,15754,"Olave, Chris",WR,OFFENSE,11000,extension,2024,2,11000,0010,extension_inferred,2026-04-30T16:14:22+00:00
2022,1.06,6,1,Middle,mid_1st,15756,"Williams, Jameson",WR,OFFENSE,10000,extension,2025,3,20000,0007,extension_inferred,2026-04-30T16:14:22+00:00
2022,1.07,7,1,Middle,mid_1st,15762,"Pickens, George",WR,OFFENSE,9000,extension,2025,3,19000,0009,extension_inferred,2026-04-30T16:14:22+00:00
2022,1.08,8,1,Middle,mid_1st,15766,"Moore, Skyy",WR,OFFENSE,8000,pending,2024,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,1.09,9,1,Late,late_1st,15715,"Cook, James",RB,OFFENSE,7000,extension,2024,2,7000,0009,extension_inferred,2026-04-30T16:14:22+00:00
2022,1.10,10,1,Late,late_1st,15789,"Watson, Christian",WR,OFFENSE,6000,fa_auction,2025,3,3000,0008,expired_rookie_or_tag_auction,2026-04-30T16:14:22+00:00
2022,1.11,11,1,Late,late_1st,15752,"Burks, Treylon",WR,OFFENSE,5000,fa_auction,2024,2,4000,,fa_auction,2026-04-30T16:14:22+00:00
2022,1.12,12,1,Late,late_1st,15755,"Dotson, Jahan",WR,OFFENSE,0,pending,2024,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,2.01,13,2,Early,early_2nd,15714,"White, Zamir",RB,OFFENSE,5000,pending,2025,3,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,2.02,14,2,Early,early_2nd,15709,"Spiller, Isaiah",RB,OFFENSE,5000,pending,2025,3,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,2.03,15,2,Early,early_2nd,15721,"White, Rachaad",RB,OFFENSE,5000,fa_auction,2025,3,9000,0004,expired_rookie_or_tag_auction,2026-04-30T16:14:22+00:00
2022,2.04,16,2,Early,early_2nd,15758,"Bell, David",WR,OFFENSE,5000,pending,2024,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,2.05,17,2,Middle,mid_2nd,15717,"Pierce, Dameon",RB,OFFENSE,5000,fa_auction,2025,3,1000,0008,expired_rookie_or_tag_auction,2026-04-30T16:14:22+00:00
2022,2.06,18,2,Middle,mid_2nd,15768,"Pierce, Alec",WR,OFFENSE,5000,fa_auction,2025,3,2000,0001,expired_rookie_or_tag_auction,2026-04-30T16:14:22+00:00
2022,2.07,19,2,Middle,mid_2nd,15692,"Pickett, Kenny",QB,OFFENSE,5000,pending,2024,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,2.08,20,2,Middle,mid_2nd,15712,"Allgeier, Tyler",RB,OFFENSE,5000,extension,2025,3,15000,0011,extension_inferred,2026-04-30T16:14:22+00:00
2022,2.09,21,2,Late,late_2nd,15716,"Robinson, Brian",RB,OFFENSE,5000,extension,2025,3,15000,0006,extension_inferred,2026-04-30T16:14:22+00:00
2022,2.10,22,2,Late,late_2nd,15697,"Ridder, Desmond",QB,OFFENSE,5000,pending,2025,3,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,2.11,23,2,Late,late_2nd,15759,"Metchie, John",WR,OFFENSE,5000,pending,2025,3,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,2.12,24,2,Late,late_2nd,15746,"Davis-Price, Tyrion",RB,OFFENSE,5000,pending,2024,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,3.01,25,3,Early,early_3rd,15757,"Robinson, Wan'Dale",WR,OFFENSE,2000,extension,2025,3,12000,0006,extension_inferred,2026-04-30T16:14:22+00:00
2022,3.02,26,3,Early,early_3rd,15694,"Willis, Malik",QB,OFFENSE,2000,pending,2025,3,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,3.03,27,3,Early,early_3rd,15788,"Tolbert, Jalen",WR,OFFENSE,2000,fa_auction,2025,3,1000,0002,fa_auction,2026-04-30T16:14:22+00:00
2022,3.04,28,3,Early,early_3rd,15691,"Corral, Matt",QB,OFFENSE,2000,pending,2025,3,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,3.05,29,3,Middle,mid_3rd,15761,"Shakir, Khalil",WR,OFFENSE,2000,fa_auction,2025,3,19000,0010,expired_rookie_or_tag_auction,2026-04-30T16:14:22+00:00
2022,3.06,30,3,Middle,mid_3rd,15794,"McBride, Trey",TE,OFFENSE,2000,extension,2025,3,22000,0005,extension_inferred,2026-04-30T16:14:22+00:00
2022,3.07,31,3,Middle,mid_3rd,15720,"Haskins, Hassan",RB,OFFENSE,2000,pending,2024,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,3.08,32,3,Middle,mid_3rd,15710,"Williams, Kyren",RB,OFFENSE,2000,extension,2025,3,22000,0012,extension_inferred,2026-04-30T16:14:22+00:00
2022,3.09,33,3,Late,late_3rd,15805,"Hutchinson, Aidan",DE,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,3.10,34,3,Late,late_3rd,15787,"Thornton, Tyquan",WR,OFFENSE,2000,pending,2025,3,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,3.11,35,3,Late,late_3rd,15763,"Ross, Justyn",WR,OFFENSE,2000,fa_auction,2023,1,15000,0011,fa_auction,2026-04-30T16:14:22+00:00
2022,3.12,36,3,Late,late_3rd,15693,"Howell, Sam",QB,OFFENSE,2000,fa_auction,2024,2,4000,,fa_auction,2026-04-30T16:14:22+00:00
2022,4.01,37,4,Early,4th_plus,15806,"Thibodeaux, Kayvon",LB,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,4.02,38,4,Early,4th_plus,15777,"Austin III, Calvin",WR,OFFENSE,2000,fa_auction,2024,2,1000,,fa_auction,2026-04-30T16:14:22+00:00
2022,4.03,39,4,Early,4th_plus,15822,"Lloyd, Devin",LB,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,4.04,40,4,Early,4th_plus,15779,"Doubs, Romeo",WR,OFFENSE,2000,fa_auction,2025,3,4000,0005,expired_rookie_or_tag_auction,2026-04-30T16:14:22+00:00
2022,4.05,41,4,Middle,4th_plus,15718,"Badie, Tyler",RB,OFFENSE,2000,pending,2024,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,4.06,42,4,Middle,4th_plus,15733,"Strong Jr., Pierre",RB,OFFENSE,2000,fa_auction,2024,2,1000,0008,fa_auction,2026-04-30T16:14:22+00:00
2022,4.07,43,4,Middle,4th_plus,15734,"Ingram, Keaontay",RB,OFFENSE,2000,pending,2025,3,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,4.08,44,4,Middle,4th_plus,15808,"Karlaftis, George",DE,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,4.09,45,4,Late,4th_plus,15834,"Hamilton, Kyle",S,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,4.10,46,4,Late,4th_plus,15797,"Dulcich, Greg",TE,OFFENSE,2000,pending,2024,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,4.11,47,4,Late,4th_plus,15815,"Walker, Travon",DE,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,4.12,48,4,Late,4th_plus,15840,"Woods, Jelani",TE,OFFENSE,2000,pending,2024,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,5.01,49,5,Early,4th_plus,15796,"Ruckert, Jeremy",TE,OFFENSE,2000,pending,2023,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,5.02,50,5,Early,4th_plus,15846,"Walker, Quay",LB,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,5.03,51,5,Early,4th_plus,15809,"Johnson, Jermaine",DE,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,5.04,52,5,Early,4th_plus,15767,"Jones, Velus",WR,OFFENSE,2000,pending,2023,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,5.05,53,5,Middle,4th_plus,15695,"Strong, Carson",QB,OFFENSE,2000,pending,2023,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,5.06,54,5,Middle,4th_plus,15821,"Dean, Nakobe",LB,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,5.07,55,5,Middle,4th_plus,15782,"Gray, Danny",WR,OFFENSE,2000,pending,2025,3,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,5.08,56,5,Middle,4th_plus,15802,"Otton, Cade",TE,OFFENSE,2000,fa_auction,2025,3,5000,0006,expired_rookie_or_tag_auction,2026-04-30T16:14:22+00:00
2022,5.09,57,5,Late,4th_plus,15785,"Melton, Bo",WR,OFFENSE,2000,pending,2025,3,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,5.10,58,5,Late,4th_plus,15873,"Bellinger, Daniel",TE,OFFENSE,2000,pending,2023,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,5.11,59,5,Late,4th_plus,15837,"Cine, Lewis",S,OFFENSE,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,5.12,60,5,Late,4th_plus,15713,"Ford, Jerome",RB,OFFENSE,2000,fa_auction,2025,3,6000,0007,fa_auction,2026-04-30T16:14:22+00:00
2022,6.01,61,6,Early,4th_plus,15832,"Stingley Jr., Derek",CB,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,6.02,62,6,Early,4th_plus,15857,"Williams, Sam",DE,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,6.03,63,6,Early,4th_plus,15817,"Davis, Jordan",DT,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,6.04,64,6,Early,4th_plus,15851,"Ebiketie, Arnold",LB,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,6.05,65,6,Middle,4th_plus,15853,"Mafe, Boye",DE,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,6.06,66,6,Middle,4th_plus,15901,"Philips, Kyle",WR,OFFENSE,1000,pending,2023,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2022,6.07,67,6,Middle,4th_plus,15823,"Harris, Christian",LB,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,6.08,68,6,Middle,4th_plus,15858,"Andersen, Troy",LB,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,6.09,69,6,Late,4th_plus,15824,"Tindall, Channing",LB,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,6.10,70,6,Late,4th_plus,15831,"Chenal, Leo",LB,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,6.11,71,6,Late,4th_plus,15911,"Araiza, Matt",PN,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2022,6.12,72,6,Late,4th_plus,15835,"Brisker, Jaquan",S,OFFENSE,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2021,1.01,1,1,Early,early_1st,15329,"Pitts, Kyle",TE,OFFENSE,15000,extension,2023,2,15000,0008,extension_inferred,2026-04-30T16:14:22+00:00
2021,1.02,2,1,Early,early_1st,15281,"Chase, Ja'Marr",WR,OFFENSE,14000,extension,2023,2,14000,0008,extension_inferred,2026-04-30T16:14:22+00:00
2021,1.03,3,1,Early,early_1st,15254,"Harris, Najee",RB,OFFENSE,13000,extension,2023,2,13000,0002,extension_inferred,2026-04-30T16:14:22+00:00
2021,1.04,4,1,Early,early_1st,15253,"Etienne, Travis",RB,OFFENSE,12000,extension,2024,3,22000,0011,extension_inferred,2026-04-30T16:14:22+00:00
2021,1.05,5,1,Middle,mid_1st,15240,"Lance, Trey",QB,OFFENSE,11000,extension,2023,2,1000,0007,extension_inferred,2026-04-30T16:14:22+00:00
2021,1.06,6,1,Middle,mid_1st,15284,"Waddle, Jaylen",WR,OFFENSE,10000,extension,2024,3,30000,0011,extension_inferred,2026-04-30T16:14:22+00:00
2021,1.07,7,1,Middle,mid_1st,15237,"Lawrence, Trevor",QB,OFFENSE,9000,extension,2024,3,29000,0009,extension_inferred,2026-04-30T16:14:22+00:00
2021,1.08,8,1,Middle,mid_1st,15257,"Sermon, Trey",RB,OFFENSE,8000,fa_auction,2024,3,3000,0008,fa_auction,2026-04-30T16:14:22+00:00
2021,1.09,9,1,Late,late_1st,15256,"Williams, Javonte",RB,OFFENSE,7000,extension,2024,3,27000,0005,extension_inferred,2026-04-30T16:14:22+00:00
2021,1.10,10,1,Late,late_1st,15282,"Smith, DeVonta",WR,OFFENSE,6000,extension,2023,2,6000,0003,extension_inferred,2026-04-30T16:14:22+00:00
2021,1.11,11,1,Late,late_1st,15293,"Bateman, Rashod",WR,OFFENSE,5000,extension,2023,2,1000,0010,extension_inferred,2026-04-30T16:14:22+00:00
2021,1.12,12,1,Late,late_1st,15238,"Fields, Justin",QB,OFFENSE,0,extension,2024,3,25000,0004,extension_inferred,2026-04-30T16:14:22+00:00
2021,2.01,13,2,Early,early_2nd,15239,"Wilson, Zach",QB,OFFENSE,5000,expired_unsigned,2023,2,0,,rookie deal lapsed; no extension/tag/FA-auction event,2026-04-30T16:14:22+00:00
2021,2.02,14,2,Early,early_2nd,15241,"Jones, Mac",QB,OFFENSE,5000,extension,2023,2,1000,0008,extension_inferred,2026-04-30T16:14:22+00:00
2021,2.03,15,2,Early,early_2nd,15258,"Carter, Michael",RB,OFFENSE,5000,cut_unsigned,2025,4,0,,"dropped, no future re-acquisition",2026-04-30T16:14:22+00:00
2021,2.04,16,2,Early,early_2nd,15289,"Toney, Kadarius",WR,OFFENSE,5000,extension,2023,2,5000,0008,extension_inferred,2026-04-30T16:14:22+00:00
2021,2.05,17,2,Middle,mid_2nd,15283,"Moore, Rondale",WR,OFFENSE,5000,fa_auction,2024,3,6000,,expired_rookie_or_tag_auction,2026-04-30T16:14:22+00:00
2021,2.06,18,2,Middle,mid_2nd,15308,"Marshall, Terrace",WR,OFFENSE,5000,expired_unsigned,2022,1,0,,rookie deal lapsed; no extension/tag/FA-auction event,2026-04-30T16:14:22+00:00
2021,2.07,19,2,Middle,mid_2nd,15288,"Moore, Elijah",WR,OFFENSE,5000,fa_auction,2024,3,1000,0008,fa_auction,2026-04-30T16:14:22+00:00
2021,2.08,20,2,Middle,mid_2nd,15287,"St. Brown, Amon-Ra",WR,OFFENSE,5000,extension,2024,3,25000,0001,extension_inferred,2026-04-30T16:14:22+00:00
2021,2.09,21,2,Late,late_2nd,15297,"Rodgers, Amari",WR,OFFENSE,5000,cut_unsigned,2023,2,0,,"dropped, no future re-acquisition",2026-04-30T16:14:22+00:00
2021,2.10,22,2,Late,late_2nd,15259,"Stevenson, Rhamondre",RB,OFFENSE,5000,extension,2023,2,5000,0005,extension_inferred,2026-04-30T16:14:22+00:00
2021,2.11,23,2,Late,late_2nd,15255,"Gainwell, Kenneth",RB,OFFENSE,5000,fa_auction,2024,3,1000,0006,fa_auction,2026-04-30T16:14:22+00:00
2021,2.12,24,2,Late,late_2nd,15292,"Brown, Dyami",WR,OFFENSE,5000,cut_unsigned,2024,3,0,,"dropped, no future re-acquisition",2026-04-30T16:14:22+00:00
2021,3.01,25,3,Early,early_3rd,15331,"Freiermuth, Pat",TE,OFFENSE,2000,extension,2024,3,12000,0005,extension_inferred,2026-04-30T16:14:22+00:00
2021,3.02,26,3,Early,early_3rd,15261,"Hubbard, Chuba",RB,OFFENSE,2000,fa_auction,2023,2,1000,0011,fa_auction,2026-04-30T16:14:22+00:00
2021,3.03,27,3,Early,early_3rd,15319,"Palmer, Josh",WR,OFFENSE,2000,extension,2024,3,22000,0006,extension_inferred,2026-04-30T16:14:22+00:00
2021,3.04,28,3,Early,early_3rd,15290,"Collins, Nico",WR,OFFENSE,2000,extension,2024,3,22000,0002,extension_inferred,2026-04-30T16:14:22+00:00
